bowler,venue,matches_played,total_runs_conceded,balls_bowled,economy,total_wickets,Bowling_Strike_Rate,Performance
T Natarajan,"Wankhede Stadium, Mumbai",3,134,71,11.32,1,71.0,Bad
T Stubbs,"Arun Jaitley Stadium, Delhi",1,4,6,4.0,1,6.0,Excellent
T Stubbs,"MA Chidambaram Stadium, Chennai",1,14,12,7.0,1,12.0,Excellent
T Stubbs,"Narendra Modi Stadium, Ahmedabad",1,11,7,9.43,2,3.5,Excellent
TA Boult,"Arun Jaitley Stadium, Delhi",1,48,24,12.0,1,24.0,Poor
TA Boult,"Barsapara Cricket Stadium, Guwahati",3,94,67,8.42,4,16.75,Average
TA Boult,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,41,26,9.46,1,26.0,Poor
TA Boult,"Brabourne Stadium, Mumbai",3,111,72,9.25,4,18.0,Average
TA Boult,"Dr DY Patil Sports Academy, Mumbai",3,88,71,7.44,3,23.666666666666668,Good
TA Boult,"Eden Gardens, Kolkata",3,85,66,7.73,4,16.5,Good
TA Boult,Himachal Pradesh Cricket Association Stadium (Dharamsala),1,35,25,8.4,1,25.0,Average
TA Boult,"M.Chinnaswamy Stadium, Bengaluru",1,41,25,9.84,2,12.5,Poor
TA Boult,"MA Chidambaram Stadium, Chennai",2,69,41,10.1,3,13.666666666666666,Good
TA Boult,Maharaja Yadavindra Singh International Cricket St (Mullanpur) ,1,22,26,5.08,1,26.0,Excellent
TA Boult,"Maharashtra Cricket Association Stadium, Pune",2,49,45,6.53,2,22.5,Excellent
TA Boult,"Narendra Modi Stadium, Ahmedabad",4,107,100,6.42,4,25.0,Excellent
TA Boult,"Rajiv Gandhi International Stadium, Hyderabad",2,54,49,6.61,2,24.5,Excellent
TA Boult,"Sawai Mansingh Stadium, Jaipur",7,182,142,7.69,5,28.4,Good
TA Boult,"Wankhede Stadium, Mumbai",7,239,176,8.15,10,17.6,Average
TG Southee,"Dr DY Patil Sports Academy, Mumbai",4,115,95,7.26,7,13.571428571428571,Good
TG Southee,"Eden Gardens, Kolkata",1,25,12,12.5,0,NA,Bad
TG Southee,"Maharashtra Cricket Association Stadium, Pune",2,52,48,6.5,5,9.6,Excellent
TG Southee,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,54,24,13.5,2,12.0,Excellent
TG Southee,"Wankhede Stadium, Mumbai",3,117,77,9.12,4,19.25,Average
TM Head,"Narendra Modi Stadium, Ahmedabad",1,32,10,19.2,0,NA,Bad
TS Mills,"Brabourne Stadium, Mumbai",2,82,39,12.62,1,39.0,Bad
TS Mills,"Dr DY Patil Sports Academy, Mumbai",1,35,24,8.75,3,8.0,Excellent
TS Mills,"Maharashtra Cricket Association Stadium, Pune",2,75,44,10.23,2,22.0,Poor
TU Deshpande,"Arun Jaitley Stadium, Delhi",1,28,25,6.72,1,25.0,Excellent
TU Deshpande,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,44,35,7.54,0,NA,Good
TU Deshpande,"Brabourne Stadium, Mumbai",1,44,25,10.56,1,25.0,Bad
TU Deshpande,Dr YS Rajasekhara Reddy Cricket Stadium (Visakhapatnam) ,1,24,26,5.54,0,NA,Excellent
TU Deshpande,"Eden Gardens, Kolkata",1,44,28,9.43,2,14.0,Good
TU Deshpande,Himachal Pradesh Cricket Association Stadium (Dharamsala),1,35,25,8.4,2,12.5,Average
TU Deshpande,"M.Chinnaswamy Stadium, Bengaluru",2,98,55,10.69,4,13.75,Good
TU Deshpande,"MA Chidambaram Stadium, Chennai",14,475,333,8.56,25,13.32,Good
TU Deshpande,"Narendra Modi Stadium, Ahmedabad",3,141,72,11.75,3,24.0,Poor
TU Deshpande,"Rajiv Gandhi International Stadium, Hyderabad",1,23,12,11.5,0,NA,Bad
TU Deshpande,"Sawai Mansingh Stadium, Jaipur",1,42,24,10.5,2,12.0,Excellent
TU Deshpande,"Wankhede Stadium, Mumbai",3,84,61,8.26,3,20.33333333333333,Average
Tilak Varma,"Arun Jaitley Stadium, Delhi",1,7,7,6.0,0,NA,Excellent
Tilak Varma,"Brabourne Stadium, Mumbai",1,7,6,7.0,0,NA,Good
Tilak Varma,"Maharashtra Cricket Association Stadium, Pune",1,6,6,6.0,0,NA,Excellent
Tilak Varma,"Sawai Mansingh Stadium, Jaipur",1,8,4,12.0,0,NA,Bad
UT Yadav,"Arun Jaitley Stadium, Delhi",1,6,6,6.0,0,NA,Excellent
UT Yadav,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,22,18,7.33,2,9.0,Excellent
UT Yadav,"Brabourne Stadium, Mumbai",3,129,75,10.32,1,75.0,Bad
UT Yadav,"Dr DY Patil Sports Academy, Mumbai",3,86,72,7.17,3,24.0,Good
UT Yadav,"Eden Gardens, Kolkata",3,94,49,11.51,0,NA,Bad
UT Yadav,"M.Chinnaswamy Stadium, Bengaluru",1,19,6,19.0,0,NA,Bad
UT Yadav,"MA Chidambaram Stadium, Chennai",1,27,13,12.46,0,NA,Bad
UT Yadav,"Maharashtra Cricket Association Stadium, Pune",2,45,48,5.62,2,24.0,Excellent
UT Yadav,"Narendra Modi Stadium, Ahmedabad",5,140,91,9.23,6,15.166666666666666,Good
UT Yadav,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,27,24,6.75,1,24.0,Excellent
UT Yadav,"Sawai Mansingh Stadium, Jaipur",1,47,26,10.85,1,26.0,Bad
UT Yadav,"Wankhede Stadium, Mumbai",5,113,114,5.95,10,11.4,Excellent
Umran Malik,"Arun Jaitley Stadium, Delhi",1,22,6,22.0,0,NA,Bad
Umran Malik,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,22,14,9.43,1,14.0,Good
Umran Malik,"Brabourne Stadium, Mumbai",3,95,76,7.5,3,25.33333333333333,Good
Umran Malik,"Dr DY Patil Sports Academy, Mumbai",4,135,85,9.53,6,14.166666666666666,Good
Umran Malik,"Eden Gardens, Kolkata",1,36,12,18.0,1,12.0,Excellent
Umran Malik,"MA Chidambaram Stadium, Chennai",1,18,18,6.0,1,18.0,Excellent
Umran Malik,"Maharashtra Cricket Association Stadium, Pune",3,123,79,9.34,5,15.8,Good
Umran Malik,"Rajiv Gandhi International Stadium, Hyderabad",4,94,63,8.95,3,21.0,Average
Umran Malik,"Wankhede Stadium, Mumbai",5,144,91,9.49,9,10.11111111111111,Excellent
V Kaverappa,Himachal Pradesh Cricket Association Stadium (Dharamsala),1,36,24,9.0,2,12.0,Excellent
V Shankar,"Dr DY Patil Sports Academy, Mumbai",1,1,3,2.0,0,NA,Excellent
V Shankar,"Maharashtra Cricket Association Stadium, Pune",1,14,7,12.0,1,7.0,Excellent
V Viyaskanth,"Narendra Modi Stadium, Ahmedabad",1,22,12,11.0,0,NA,Bad
V Viyaskanth,"Rajiv Gandhi International Stadium, Hyderabad",2,68,48,8.5,1,48.0,Average
VG Arora,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,21,13,9.69,0,NA,Poor
VG Arora,"Brabourne Stadium, Mumbai",3,86,61,8.46,2,30.5,Average
VG Arora,"Dr DY Patil Sports Academy, Mumbai",1,36,23,9.39,0,NA,Poor
VG Arora,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",1,27,27,6.0,3,9.0,Excellent
VG Arora,"Eden Gardens, Kolkata",6,192,127,9.07,6,21.166666666666668,Poor
VG Arora,"M.Chinnaswamy Stadium, Bengaluru",1,24,13,11.08,0,NA,Bad
VG Arora,"MA Chidambaram Stadium, Chennai",3,84,72,7.0,4,18.0,Good
VG Arora,"Maharashtra Cricket Association Stadium, Pune",1,43,26,9.92,2,13.0,Good
VG Arora,"Narendra Modi Stadium, Ahmedabad",1,17,15,6.8,1,15.0,Excellent
VG Arora,"Rajiv Gandhi International Stadium, Hyderabad",1,33,21,9.43,2,10.5,Excellent
VG Arora,"Wankhede Stadium, Mumbai",1,35,20,10.5,0,NA,Bad
VR Aaron,"Maharashtra Cricket Association Stadium, Pune",1,8,6,8.0,0,NA,Average
VR Aaron,"Wankhede Stadium, Mumbai",1,45,27,10.0,2,13.5,Good
VR Iyer,"Brabourne Stadium, Mumbai",1,14,6,14.0,0,NA,Bad
VR Iyer,"Dr DY Patil Sports Academy, Mumbai",2,18,12,9.0,0,NA,Poor
VR Iyer,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",1,28,6,28.0,0,NA,Bad
VR Iyer,"Wankhede Stadium, Mumbai",1,14,6,14.0,0,NA,Bad
Vijaykumar Vyshak,"M.Chinnaswamy Stadium, Bengaluru",8,298,186,9.61,12,15.5,Good
Vijaykumar Vyshak,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,29,19,9.16,2,9.5,Excellent
Vijaykumar Vyshak,"Wankhede Stadium, Mumbai",2,69,38,10.89,3,12.666666666666666,Bad
Vivrant Sharma,"Sawai Mansingh Stadium, Jaipur",1,18,13,8.31,0,NA,Average
Vivrant Sharma,"Wankhede Stadium, Mumbai",1,19,8,14.25,0,NA,Bad
WD Parnell,"M.Chinnaswamy Stadium, Bengaluru",4,159,96,9.94,5,19.2,Average
WD Parnell,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,32,18,10.67,1,18.0,Average
WD Parnell,"Rajiv Gandhi International Stadium, Hyderabad",1,35,24,8.75,0,NA,Average
WD Parnell,"Sawai Mansingh Stadium, Jaipur",1,11,19,3.47,3,6.333333333333333,Excellent
WG Jacks,Himachal Pradesh Cricket Association Stadium (Dharamsala),1,5,6,5.0,0,NA,Excellent
WG Jacks,"M.Chinnaswamy Stadium, Bengaluru",2,48,25,11.52,0,NA,Bad
WG Jacks,"Rajiv Gandhi International Stadium, Hyderabad",1,23,12,11.5,1,12.0,Excellent
WG Jacks,"Wankhede Stadium, Mumbai",1,24,12,12.0,1,12.0,Excellent
Washington Sundar,"Arun Jaitley Stadium, Delhi",1,46,12,23.0,1,12.0,Excellent
Washington Sundar,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,11,6,11.0,0,NA,Bad
Washington Sundar,"Dr DY Patil Sports Academy, Mumbai",3,63,66,5.73,4,16.5,Excellent
Washington Sundar,"Eden Gardens, Kolkata",1,20,12,10.0,0,NA,Bad
Washington Sundar,"MA Chidambaram Stadium, Chennai",1,16,16,6.0,0,NA,Excellent
Washington Sundar,"Maharashtra Cricket Association Stadium, Pune",2,87,43,12.14,0,NA,Bad
Washington Sundar,"Narendra Modi Stadium, Ahmedabad",1,27,18,9.0,0,NA,Poor
Washington Sundar,"Rajiv Gandhi International Stadium, Hyderabad",4,99,72,8.25,3,24.0,Average
Washington Sundar,"Wankhede Stadium, Mumbai",3,89,61,8.75,2,30.5,Average
YBK Jaiswal,"Wankhede Stadium, Mumbai",1,6,1,36.0,0,NA,Bad
YS Chahal,"Arun Jaitley Stadium, Delhi",1,48,24,12.0,1,24.0,Poor
YS Chahal,"Barsapara Cricket Stadium, Guwahati",3,109,76,8.61,6,12.666666666666666,Average
YS Chahal,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,41,25,9.84,0,NA,Poor
YS Chahal,"Brabourne Stadium, Mumbai",3,108,78,8.31,8,9.75,Excellent
YS Chahal,"Dr DY Patil Sports Academy, Mumbai",4,136,99,8.24,5,19.8,Average
YS Chahal,"Eden Gardens, Kolkata",3,111,73,9.12,5,14.6,Good
YS Chahal,Himachal Pradesh Cricket Association Stadium (Dharamsala),1,40,25,9.6,0,NA,Poor
YS Chahal,"M.Chinnaswamy Stadium, Bengaluru",1,28,26,6.46,2,13.0,Excellent
YS Chahal,"MA Chidambaram Stadium, Chennai",3,83,76,6.55,3,25.33333333333333,Excellent
YS Chahal,Maharaja Yadavindra Singh International Cricket St (Mullanpur) ,1,32,27,7.11,2,13.5,Good
YS Chahal,"Maharashtra Cricket Association Stadium, Pune",2,48,49,5.88,4,12.25,Excellent
YS Chahal,"Narendra Modi Stadium, Ahmedabad",4,144,101,8.55,3,33.666666666666664,Average
YS Chahal,"Rajiv Gandhi International Stadium, Hyderabad",2,79,49,9.67,4,12.25,Poor
YS Chahal,"Sawai Mansingh Stadium, Jaipur",10,320,220,8.73,13,16.923076923076923,Average
YS Chahal,"Wankhede Stadium, Mumbai",7,191,169,6.78,14,12.071428571428571,Excellent
Yash Dayal,"Arun Jaitley Stadium, Delhi",1,12,6,12.0,0,NA,Bad
Yash Dayal,"Dr DY Patil Sports Academy, Mumbai",2,82,51,9.65,5,10.2,Excellent
Yash Dayal,"Eden Gardens, Kolkata",2,107,55,11.67,5,11.0,Excellent
Yash Dayal,Himachal Pradesh Cricket Association Stadium (Dharamsala),1,22,13,10.15,0,NA,Bad
Yash Dayal,"M.Chinnaswamy Stadium, Bengaluru",8,273,196,8.36,12,16.333333333333332,Average
Yash Dayal,"MA Chidambaram Stadium, Chennai",1,28,18,9.33,1,18.0,Average
Yash Dayal,"Maharashtra Cricket Association Stadium, Pune",2,64,38,10.11,3,12.666666666666666,Bad
Yash Dayal,"Narendra Modi Stadium, Ahmedabad",6,204,122,10.03,2,61.0,Bad
Yash Dayal,"Rajiv Gandhi International Stadium, Hyderabad",1,18,21,5.14,1,21.0,Excellent
Yash Dayal,"Sawai Mansingh Stadium, Jaipur",1,37,24,9.25,1,24.0,Poor
Yash Dayal,"Wankhede Stadium, Mumbai",3,86,71,7.27,1,71.0,Good
Yash Thakur,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",8,281,188,8.97,13,14.461538461538462,Good
Yash Thakur,"Eden Gardens, Kolkata",2,59,34,10.41,3,11.333333333333334,Excellent
Yash Thakur,"M.Chinnaswamy Stadium, Bengaluru",1,39,24,9.75,2,12.0,Excellent
Yash Thakur,"MA Chidambaram Stadium, Chennai",3,119,76,9.39,4,19.0,Average
Yash Thakur,"Narendra Modi Stadium, Ahmedabad",1,48,25,11.52,0,NA,Bad
Yash Thakur,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,38,24,9.5,4,6.0,Excellent
Yash Thakur,"Rajiv Gandhi International Stadium, Hyderabad",2,75,41,10.98,1,41.0,Bad
Yash Thakur,"Sawai Mansingh Stadium, Jaipur",1,43,20,12.9,0,NA,Bad
Yudhvir Singh,"Arun Jaitley Stadium, Delhi",1,28,12,14.0,0,NA,Bad
Yudhvir Singh,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,44,30,8.8,3,10.0,Excellent
Yudhvir Singh,"Rajiv Gandhi International Stadium, Hyderabad",1,26,19,8.21,1,19.0,Average
Yudhvir Singh,"Sawai Mansingh Stadium, Jaipur",1,27,13,12.46,0,NA,Bad
