batter,bowler,total_runs_against_bowler,balls_faced,strike_rate,total_dismissals,bowled,caught,caught and bowled,lbw,stumped,performance,bowling_type
HH Pandya,AR Patel,36,35,102.8571429,0,0,0,0,0,0,Poor,Left Off Spin
HH Pandya,Kuldeep Yadav,36,26,138.4615385,0,0,0,0,0,0,Average,Left Leg Spin
LS Livingstone,JC Archer,36,16,225,0,0,0,0,0,0,Excellent,Right Fast
LS Livingstone,Shahbaz Ahmed,36,20,180,0,0,0,0,0,0,Very Good,Left Off Spin
MM Ali,Rashid Khan,36,30,120,3,1,2,0,0,0,Poor,Right Leg Spin
PP Shaw,SP Narine,36,21,171.4285714,0,0,0,0,0,0,Very Good,Right Off Spin
R Parag,B Kumar,36,17,211.7647059,0,0,0,0,0,0,Excellent,Right Fast
RA Jadeja,Mohammed Siraj,36,25,144,0,0,0,0,0,0,Good,Right Fast
RG Sharma,SN Thakur,36,29,124.137931,1,0,1,0,0,0,Poor,Right Fast
S Dube,T Natarajan,36,16,225,1,0,1,0,0,0,Excellent,Left Mid Fast
SA Yadav,RD Chahar,36,26,138.4615385,0,0,0,0,0,0,Average,Right Leg Spin
Shubman Gill,B Kumar,36,36,100,2,0,2,0,0,0,Poor,Right Fast
Shubman Gill,Harpreet Brar,36,28,128.5714286,0,0,0,0,0,0,Average,Left Off Spin
SS Iyer,R Ashwin,36,24,150,0,0,0,0,0,0,Good,Right Off Spin
TH David,Mohsin Khan,36,17,211.7647059,0,0,0,0,0,0,Excellent,Left Fast
V Kohli,I Sharma,36,22,163.6363636,1,0,1,0,0,0,Good,Right Mid Fast
VR Iyer,R Ashwin,36,32,112.5,0,0,0,0,0,0,Poor,Right Off Spin
Abhishek Sharma,PP Chawla,35,11,318.1818182,2,0,2,0,0,0,Excellent,Right Leg Spin
F du Plessis,RA Jadeja,35,20,175,0,0,0,0,0,0,Very Good,Left Off Spin
GJ Maxwell,RA Jadeja,35,21,166.6666667,2,2,0,0,0,0,Good,Left Off Spin
H Klaasen,HV Patel,35,23,152.173913,2,1,1,0,0,0,Good,Right Mid Fast
H Klaasen,CV Varun,35,20,175,1,0,1,0,0,0,Very Good,Right Leg Spin
HH Pandya,A Zampa,35,10,350,0,0,0,0,0,0,Excellent,Right Leg Spin
Ishan Kishan,TA Boult,35,32,109.375,2,0,2,0,0,0,Poor,Left Fast
JM Bairstow,AD Russell,35,14,250,0,0,0,0,0,0,Excellent,Right Fast
KD Karthik,TU Deshpande,35,25,140,2,0,2,0,0,0,Good,Right Fast
MM Ali,Mohammed Shami,35,28,125,0,0,0,0,0,0,Average,Right Fast
PD Salt,KK Ahmed,35,24,145.8333333,0,0,0,0,0,0,Good,Left Fast
Q de Kock,Mustafizur Rahman,35,30,116.6666667,1,0,1,0,0,0,Poor,Left Fast
R Parag,Arshdeep Singh,35,21,166.6666667,1,0,1,0,0,0,Good,Left Fast
R Parag,A Nortje,35,13,269.2307692,0,0,0,0,0,0,Excellent,Right Fast
RD Gaikwad,T Natarajan,35,28,125,3,1,2,0,0,0,Average,Left Mid Fast
RR Pant,KH Pandya,35,13,269.2307692,0,0,0,0,0,0,Excellent,Left Off Spin
S Dhawan,SN Thakur,35,26,134.6153846,3,0,2,0,1,0,Average,Right Fast
S Dube,R Ashwin,35,22,159.0909091,2,0,1,0,1,0,Good,Right Off Spin
SA Yadav,PWH de Silva,35,17,205.8823529,0,0,0,0,0,0,Excellent,Right Leg Spin
SS Iyer,JO Holder,35,18,194.4444444,0,0,0,0,0,0,Very Good,Right Mid Fast
Tilak Varma,Arshdeep Singh,35,15,233.3333333,1,1,0,0,0,0,Excellent,Left Fast
WG Jacks,Rashid Khan,35,13,269.2307692,0,0,0,0,0,0,Excellent,Right Leg Spin
D Padikkal,Ravi Bishnoi,34,27,125.9259259,1,0,1,0,0,0,Average,Right Leg Spin
F du Plessis,J Little,34,11,309.0909091,1,0,1,0,0,0,Excellent,Left Fast
Ishan Kishan,KH Pandya,34,24,141.6666667,0,0,0,0,0,0,Good,Left Off Spin
KD Karthik,SM Curran,34,12,283.3333333,0,0,0,0,0,0,Excellent,Left Mid Fast
KR Mayers,DL Chahar,34,22,154.5454545,0,0,0,0,0,0,Good,Right Mid Fast
LS Livingstone,Mukesh Choudhary,34,14,242.8571429,0,0,0,0,0,0,Excellent,Left Fast
PJ Cummins,DR Sams,34,7,485.7142857,0,0,0,0,0,0,Excellent,Left Mid Fast
Q de Kock,Rashid Khan,34,24,141.6666667,1,1,0,0,0,0,Good,Right Leg Spin
Q de Kock,SP Narine,34,31,109.6774194,1,0,1,0,0,0,Poor,Right Off Spin
Q de Kock,RA Jadeja,34,22,154.5454545,0,0,0,0,0,0,Good,Left Off Spin
RD Gaikwad,Sandeep Sharma,34,45,75.55555556,1,0,1,0,0,0,Poor,Right Mid Fast
RD Gaikwad,KH Pandya,34,19,178.9473684,0,0,0,0,0,0,Very Good,Left Off Spin
RM Patidar,RD Chahar,34,15,226.6666667,1,0,1,0,0,0,Excellent,Right Leg Spin
SA Yadav,Akash Deep,34,12,283.3333333,0,0,0,0,0,0,Excellent,Right Fast
Shubman Gill,K Kartikeya,34,22,154.5454545,1,0,1,0,0,0,Good,Left Leg Spin
SP Narine,R Ashwin,34,23,147.826087,1,0,1,0,0,0,Good,Right Off Spin
T Stubbs,Sandeep Sharma,34,16,212.5,1,0,0,0,1,0,Excellent,Right Mid Fast
Tilak Varma,RA Jadeja,34,28,121.4285714,1,0,0,0,1,0,Poor,Left Off Spin
Tilak Varma,TA Boult,34,33,103.030303,0,0,0,0,0,0,Poor,Left Fast
V Kohli,MM Sharma,34,16,212.5,0,0,0,0,0,0,Excellent,Right Mid Fast
V Kohli,RA Jadeja,34,32,106.25,0,0,0,0,0,0,Poor,Left Off Spin
VR Iyer,YS Chahal,34,19,178.9473684,2,0,1,0,0,1,Very Good,Right Leg Spin
Abhishek Sharma,M Theekshana,33,19,173.6842105,0,0,0,0,0,0,Very Good,Right Off Spin
C Green,T Natarajan,33,16,206.25,0,0,0,0,0,0,Excellent,Left Mid Fast
Ishan Kishan,Umran Malik,33,17,194.1176471,2,0,2,0,0,0,Very Good,Right Fast
JC Buttler,A Nortje,33,17,194.1176471,0,0,0,0,0,0,Very Good,Right Fast
JM Sharma,Rashid Khan,33,22,150,1,0,1,0,0,0,Good,Right Leg Spin
KD Karthik,Akash Madhwal,33,12,275,0,0,0,0,0,0,Excellent,Right Fast
KL Rahul,TS Mills,33,12,275,0,0,0,0,0,0,Excellent,Left Fast
LS Livingstone,Mohammed Shami,33,8,412.5,0,0,0,0,0,0,Excellent,Right Fast
MA Agarwal,Avesh Khan,33,21,157.1428571,0,0,0,0,0,0,Good,Right Fast
MM Ali,Ravi Bishnoi,33,21,157.1428571,2,0,1,0,0,1,Good,Right Leg Spin
MS Dhoni,KK Ahmed,33,18,183.3333333,0,0,0,0,0,0,Very Good,Left Fast
N Rana,M Jansen,33,35,94.28571429,0,0,0,0,0,0,Poor,Left Fast
P Simran Singh,KK Ahmed,33,25,132,0,0,0,0,0,0,Average,Left Fast
Q de Kock,A Nortje,33,18,183.3333333,0,0,0,0,0,0,Very Good,Right Fast
R Parag,Noor Ahmad,33,18,183.3333333,0,0,0,0,0,0,Very Good,Left Leg Spin
R Shepherd,A Nortje,33,8,412.5,0,0,0,0,0,0,Excellent,Right Fast
RA Tripathi,CV Varun,33,18,183.3333333,0,0,0,0,0,0,Very Good,Right Leg Spin
RD Gaikwad,YS Chahal,33,30,110,2,0,2,0,0,0,Poor,Right Leg Spin
RD Gaikwad,Akash Singh,33,17,194.1176471,0,0,0,0,0,0,Very Good,Left Mid Fast
RD Gaikwad,J Suchith,33,13,253.8461538,0,0,0,0,0,0,Excellent,Left Off Spin
RG Sharma,Mohsin Khan,33,21,157.1428571,1,0,1,0,0,0,Good,Left Fast
RM Patidar,KH Pandya,33,18,183.3333333,0,0,0,0,0,0,Very Good,Left Off Spin
S Dhawan,Ravi Bishnoi,33,24,137.5,1,1,0,0,0,0,Average,Right Leg Spin
TH David,SN Thakur,33,13,253.8461538,1,0,1,0,0,0,Excellent,Right Fast
VR Iyer,JJ Bumrah,33,28,117.8571429,2,2,0,0,0,0,Poor,Right Fast
VR Iyer,AS Joseph,33,17,194.1176471,1,0,1,0,0,0,Very Good,Right Fast
VR Iyer,NT Ellis,33,21,157.1428571,0,0,0,0,0,0,Good,Right Fast
Abhishek Sharma,Arshdeep Singh,32,22,145.4545455,0,0,0,0,0,0,Good,Left Fast
Abhishek Sharma,WG Jacks,32,18,177.7777778,0,0,0,0,0,0,Very Good,Right Off Spin
Abishek Porel,HV Patel,32,13,246.1538462,1,0,1,0,0,0,Excellent,Right Mid Fast
AK Markram,Kuldeep Yadav,32,21,152.3809524,1,0,1,0,0,0,Good,Left Leg Spin
Ashutosh Sharma,Avesh Khan,32,13,246.1538462,0,0,0,0,0,0,Excellent,Right Fast
AT Rayudu,Rashid Khan,32,22,145.4545455,1,0,1,0,0,0,Good,Right Leg Spin
AT Rayudu,Sandeep Sharma,32,9,355.5555556,0,0,0,0,0,0,Excellent,Right Mid Fast
C Green,RD Chahar,32,18,177.7777778,0,0,0,0,0,0,Very Good,Right Leg Spin
D Padikkal,DL Chahar,32,19,168.4210526,0,0,0,0,0,0,Good,Right Mid Fast
DJ Hooda,Rashid Khan,32,32,100,2,0,1,0,1,0,Poor,Right Leg Spin
DP Conway,KK Ahmed,32,26,123.0769231,1,0,1,0,0,0,Poor,Left Fast
DP Conway,Vijaykumar Vyshak,32,12,266.6666667,0,0,0,0,0,0,Excellent,Right Mid Fast
F du Plessis,Navdeep Saini,32,16,200,0,0,0,0,0,0,Excellent,Right Fast
H Klaasen,Shahbaz Ahmed,32,12,266.6666667,0,0,0,0,0,0,Excellent,Left Off Spin
JC Buttler,HH Pandya,32,18,177.7777778,2,0,2,0,0,0,Very Good,Right Fast
JC Buttler,HR Shokeen,32,11,290.9090909,1,0,1,0,0,0,Excellent,Right Off Spin
KD Karthik,Avesh Khan,32,28,114.2857143,2,1,1,0,0,0,Poor,Right Fast
KL Rahul,SP Narine,32,42,76.19047619,0,0,0,0,0,0,Poor,Right Off Spin
LS Livingstone,DG Nalkande,32,12,266.6666667,0,0,0,0,0,0,Excellent,Right Fast
MM Ali,M Prasidh Krishna,32,19,168.4210526,0,0,0,0,0,0,Good,Right Fast
N Rana,TA Boult,32,22,145.4545455,0,0,0,0,0,0,Good,Left Fast
PP Shaw,Arshdeep Singh,32,21,152.3809524,1,0,1,0,0,0,Good,Left Fast
PP Shaw,Mohammed Siraj,32,22,145.4545455,1,0,1,0,0,0,Good,Right Fast
Q de Kock,CV Varun,32,24,133.3333333,2,0,2,0,0,0,Average,Right Leg Spin
RG Sharma,Ravi Bishnoi,32,28,114.2857143,3,0,3,0,0,0,Poor,Right Leg Spin
RK Singh,RA Jadeja,32,20,160,0,0,0,0,0,0,Good,Left Off Spin
RM Patidar,YS Chahal,32,21,152.3809524,0,0,0,0,0,0,Good,Right Leg Spin
S Dhawan,J Suchith,32,24,133.3333333,0,0,0,0,0,0,Average,Left Off Spin
S Dhawan,RP Meredith,32,19,168.4210526,0,0,0,0,0,0,Good,Right Fast
S Dube,AS Joseph,32,31,103.2258065,1,0,1,0,0,0,Poor,Right Fast
S Dube,Yash Thakur,32,16,200,0,0,0,0,0,0,Excellent,Right Fast
Shubman Gill,Akash Madhwal,32,18,177.7777778,2,1,1,0,0,0,Very Good,Right Fast
Shubman Gill,KA Jamieson,32,18,177.7777778,1,0,1,0,0,0,Very Good,Right Fast
Shubman Gill,DJ Mitchell,32,16,200,0,0,0,0,0,0,Excellent,Right Mid Fast
SS Iyer,Kuldeep Yadav,32,23,139.1304348,2,0,1,0,0,1,Average,Left Leg Spin
SV Samson,S Kaul,32,13,246.1538462,1,0,1,0,0,0,Excellent,Right Mid Fast
SV Samson,AS Roy,32,13,246.1538462,0,0,0,0,0,0,Excellent,Left Off Spin
SV Samson,M Markande,32,11,290.9090909,0,0,0,0,0,0,Excellent,Right Leg Spin
TH David,B Kumar,32,16,200,0,0,0,0,0,0,Excellent,Right Fast
Tilak Varma,CV Varun,32,22,145.4545455,1,0,1,0,0,0,Good,Right Leg Spin
Tilak Varma,PJ Cummins,32,21,152.3809524,1,0,1,0,0,0,Good,Right Fast
WP Saha,Mohsin Khan,32,20,160,1,0,1,0,0,0,Good,Left Fast
YBK Jaiswal,M Jansen,32,19,168.4210526,1,0,1,0,0,0,Good,Left Fast
Abhishek Sharma,JR Hazlewood,31,17,182.3529412,1,0,1,0,0,0,Very Good,Right Fast
Abhishek Sharma,I Sharma,31,15,206.6666667,0,0,0,0,0,0,Excellent,Right Mid Fast
AM Rahane,PP Chawla,31,18,172.2222222,2,0,1,0,1,0,Very Good,Right Leg Spin
B Sai Sudharsan,Arshdeep Singh,31,20,155,1,0,1,0,0,0,Good,Left Fast
DA Miller,Mukesh Kumar,31,12,258.3333333,1,0,1,0,0,0,Excellent,Right Fast
DA Miller,A Nortje,31,14,221.4285714,0,0,0,0,0,0,Excellent,Right Fast
DA Warner,NT Ellis,31,16,193.75,0,0,0,0,0,0,Very Good,Right Fast
DJ Hooda,R Ashwin,31,30,103.3333333,2,0,2,0,0,0,Poor,Right Off Spin
F du Plessis,TU Deshpande,31,19,163.1578947,0,0,0,0,0,0,Good,Right Fast
GJ Maxwell,M Theekshana,31,14,221.4285714,1,0,1,0,0,0,Excellent,Right Off Spin
GJ Maxwell,AF Milne,31,15,206.6666667,0,0,0,0,0,0,Excellent,Right Fast
HC Brook,UT Yadav,31,11,281.8181818,0,0,0,0,0,0,Excellent,Right Fast
Ishan Kishan,Arshdeep Singh,31,15,206.6666667,2,0,2,0,0,0,Excellent,Left Fast
Ishan Kishan,Mustafizur Rahman,31,13,238.4615385,0,0,0,0,0,0,Excellent,Left Fast
JM Sharma,Kuldeep Yadav,31,26,119.2307692,1,0,0,0,0,1,Poor,Left Leg Spin
KA Pollard,L Ngidi,31,11,281.8181818,0,0,0,0,0,0,Excellent,Right Mid Fast
KL Rahul,Arshdeep Singh,31,27,114.8148148,2,0,2,0,0,0,Poor,Left Fast
KL Rahul,CH Morris,31,20,155,0,0,0,0,0,0,Good,Right Mid Fast
LS Livingstone,Mukesh Kumar,31,14,221.4285714,0,0,0,0,0,0,Excellent,Right Fast
LS Livingstone,Umran Malik,31,14,221.4285714,0,0,0,0,0,0,Excellent,Right Fast
M Shahrukh Khan,C Green,31,15,206.6666667,0,0,0,0,0,0,Excellent,Right Fast
MA Agarwal,R Ashwin,31,16,193.75,0,0,0,0,0,0,Very Good,Right Off Spin
MK Lomror,Kuldeep Yadav,31,14,221.4285714,0,0,0,0,0,0,Excellent,Left Leg Spin
MP Stoinis,SN Thakur,31,22,140.9090909,1,0,1,0,0,0,Good,Right Fast
MP Stoinis,CJ Jordan,31,14,221.4285714,0,0,0,0,0,0,Excellent,Right Fast
PD Salt,HV Patel,31,10,310,0,0,0,0,0,0,Excellent,Right Mid Fast
RD Gaikwad,Kuldeep Yadav,31,15,206.6666667,0,0,0,0,0,0,Excellent,Left Leg Spin
RD Gaikwad,Mohsin Khan,31,19,163.1578947,0,0,0,0,0,0,Good,Left Fast
RD Gaikwad,R Tewatia,31,16,193.75,0,0,0,0,0,0,Very Good,Right Leg Spin
RK Singh,HV Patel,31,19,163.1578947,2,0,2,0,0,0,Good,Right Mid Fast
RM Patidar,Avesh Khan,31,17,182.3529412,1,0,1,0,0,0,Very Good,Right Fast
RR Pant,CV Varun,31,28,110.7142857,2,0,2,0,0,0,Poor,Right Leg Spin
RR Pant,YS Chahal,31,21,147.6190476,2,0,2,0,0,0,Good,Right Leg Spin
RR Pant,HV Patel,31,20,155,1,0,1,0,0,0,Good,Right Mid Fast
S Dhawan,Rashid Khan,31,35,88.57142857,3,1,2,0,0,0,Poor,Right Leg Spin
S Dhawan,LH Ferguson,31,35,88.57142857,1,0,1,0,0,0,Poor,Right Fast
SA Yadav,S Kaul,31,12,258.3333333,0,0,0,0,0,0,Excellent,Right Mid Fast
SA Yadav,VG Arora,31,10,310,0,0,0,0,0,0,Excellent,Right Fast
Shubman Gill,M Jansen,31,31,100,0,0,0,0,0,0,Poor,Left Fast
SM Curran,MR Marsh,31,17,182.3529412,0,0,0,0,0,0,Very Good,Right Mid Fast
SV Samson,HH Pandya,31,18,172.2222222,1,0,1,0,0,0,Very Good,Right Fast
SV Samson,SN Thakur,31,20,155,1,0,1,0,0,0,Good,Right Fast
SV Samson,T Natarajan,31,22,140.9090909,1,0,1,0,0,0,Good,Left Mid Fast
SV Samson,KH Pandya,31,25,124,0,0,0,0,0,0,Poor,Left Off Spin
TH David,KK Ahmed,31,14,221.4285714,1,0,1,0,0,0,Excellent,Left Fast
Tilak Varma,HV Patel,31,15,206.6666667,0,0,0,0,0,0,Excellent,Right Mid Fast
Tilak Varma,Mohammed Shami,31,9,344.4444444,0,0,0,0,0,0,Excellent,Right Fast
TM Head,Naveen-ul-Haq,31,8,387.5,0,0,0,0,0,0,Excellent,Right Fast
V Kohli,Sandeep Sharma,31,19,163.1578947,0,0,0,0,0,0,Good,Right Mid Fast
VR Iyer,Mohammed Siraj,31,37,83.78378378,0,0,0,0,0,0,Poor,Right Fast
YBK Jaiswal,Mohsin Khan,31,20,155,1,0,1,0,0,0,Good,Left Fast
A Badoni,SP Narine,30,31,96.77419355,3,0,3,0,0,0,Poor,Right Off Spin
Abdul Samad,CV Varun,30,23,130.4347826,1,0,1,0,0,0,Average,Right Leg Spin
AD Russell,Arshdeep Singh,30,17,176.4705882,1,0,1,0,0,0,Very Good,Left Fast
AD Russell,Harpreet Brar,30,17,176.4705882,0,0,0,0,0,0,Very Good,Left Off Spin
AT Rayudu,Avesh Khan,30,22,136.3636364,0,0,0,0,0,0,Average,Right Fast
D Padikkal,C Sakariya,30,25,120,0,0,0,0,0,0,Poor,Left Mid Fast
DP Conway,A Nortje,30,21,142.8571429,1,0,1,0,0,0,Good,Right Fast
DP Conway,PWH de Silva,30,16,187.5,1,0,1,0,0,0,Very Good,Right Leg Spin
F du Plessis,Mustafizur Rahman,30,25,120,1,0,1,0,0,0,Poor,Left Fast
F du Plessis,Kartik Tyagi,30,14,214.2857143,0,0,0,0,0,0,Excellent,Right Fast
F du Plessis,Mukesh Choudhary,30,14,214.2857143,0,0,0,0,0,0,Excellent,Left Fast
GJ Maxwell,KH Pandya,30,20,150,2,0,2,0,0,0,Good,Left Off Spin
H Klaasen,A Nortje,30,15,200,1,0,1,0,0,0,Excellent,Right Fast
Harpreet Brar,HV Patel,30,12,250,1,0,1,0,0,0,Excellent,Right Mid Fast
J Fraser-McGurk,Washington Sundar,30,7,428.5714286,0,0,0,0,0,0,Excellent,Right Off Spin
JC Buttler,PJ Cummins,30,17,176.4705882,1,0,1,0,0,0,Very Good,Right Fast
JC Buttler,DR Sams,30,22,136.3636364,0,0,0,0,0,0,Average,Left Mid Fast
KD Karthik,RA Jadeja,30,22,136.3636364,1,0,1,0,0,0,Average,Left Off Spin
MA Agarwal,PP Chawla,30,20,150,0,0,0,0,0,0,Good,Right Leg Spin
MP Stoinis,M Prasidh Krishna,30,12,250,1,0,1,0,0,0,Excellent,Right Fast
N Pooran,Mustafizur Rahman,30,16,187.5,0,0,0,0,0,0,Very Good,Left Fast
PD Salt,M Jansen,30,14,214.2857143,0,0,0,0,0,0,Excellent,Left Fast
PP Shaw,SN Thakur,30,10,300,0,0,0,0,0,0,Excellent,Right Fast
R Parag,Kuldeep Yadav,30,24,125,0,0,0,0,0,0,Average,Left Leg Spin
RA Tripathi,Arshdeep Singh,30,27,111.1111111,0,0,0,0,0,0,Poor,Left Fast
Rahmanullah Gurbaz,Rashid Khan,30,12,250,0,0,0,0,0,0,Excellent,Right Leg Spin
Rashid Khan,K Kartikeya,30,11,272.7272727,0,0,0,0,0,0,Excellent,Left Leg Spin
RD Gaikwad,HH Pandya,30,19,157.8947368,1,0,1,0,0,0,Good,Right Fast
RD Gaikwad,M Jansen,30,20,150,0,0,0,0,0,0,Good,Left Fast
RG Sharma,AR Patel,30,25,120,1,1,0,0,0,0,Poor,Left Off Spin
RG Sharma,KH Pandya,30,28,107.1428571,1,0,1,0,0,0,Poor,Left Off Spin
RM Patidar,Suyash Sharma,30,10,300,0,0,0,0,0,0,Excellent,Right Leg Spin
RR Pant,R Tewatia,30,15,200,0,0,0,0,0,0,Excellent,Right Leg Spin
S Dhawan,AS Joseph,30,20,150,0,0,0,0,0,0,Good,Right Fast
S Dube,MM Sharma,30,25,120,1,0,1,0,0,0,Poor,Right Mid Fast
Shubman Gill,T Natarajan,30,19,157.8947368,0,0,0,0,0,0,Good,Left Mid Fast
SO Hetmyer,AS Joseph,30,10,300,0,0,0,0,0,0,Excellent,Right Fast
SV Samson,JA Richardson,30,11,272.7272727,0,0,0,0,0,0,Excellent,Right Fast
SV Samson,RP Meredith,30,13,230.7692308,0,0,0,0,0,0,Excellent,Right Fast
Tilak Varma,Akash Deep,30,19,157.8947368,0,0,0,0,0,0,Good,Right Fast
VR Iyer,Rashid Khan,30,22,136.3636364,1,0,1,0,0,0,Average,Right Leg Spin
WP Saha,JJ Bumrah,30,18,166.6666667,1,1,0,0,0,0,Good,Right Fast
YBK Jaiswal,KK Ahmed,30,16,187.5,1,0,1,0,0,0,Very Good,Left Fast
YBK Jaiswal,AU Rashid,30,22,136.3636364,0,0,0,0,0,0,Average,Right Leg Spin
A Badoni,R Shepherd,29,15,193.3333333,0,0,0,0,0,0,Very Good,Right Mid Fast
AB de Villiers,K Rabada,29,15,193.3333333,0,0,0,0,0,0,Very Good,Right Fast
Abhishek Sharma,HV Patel,29,11,263.6363636,1,0,1,0,0,0,Excellent,Right Mid Fast
AM Rahane,Yash Dayal,29,13,223.0769231,0,0,0,0,0,0,Excellent,Left Fast
D Padikkal,MP Stoinis,29,12,241.6666667,0,0,0,0,0,0,Excellent,Right Fast
DJ Hooda,HH Pandya,29,24,120.8333333,1,0,1,0,0,0,Poor,Right Fast
H Klaasen,Harshit Rana,29,19,152.6315789,2,1,1,0,0,0,Good,Right Fast
HH Pandya,Mohammed Shami,29,14,207.1428571,0,0,0,0,0,0,Excellent,Right Fast
Ishan Kishan,Rashid Khan,29,29,100,2,0,1,0,1,0,Poor,Right Leg Spin
Ishan Kishan,A Nortje,29,13,223.0769231,0,0,0,0,0,0,Excellent,Right Fast
Ishan Kishan,Mohammed Shami,29,30,96.66666667,0,0,0,0,0,0,Poor,Right Fast
JC Buttler,AR Patel,29,23,126.0869565,1,1,0,0,0,0,Average,Left Off Spin
JC Buttler,Akash Deep,29,12,241.6666667,0,0,0,0,0,0,Excellent,Right Fast
JC Buttler,MA Starc,29,19,152.6315789,0,0,0,0,0,0,Good,Left Fast
JM Bairstow,AS Roy,29,9,322.2222222,0,0,0,0,0,0,Excellent,Left Off Spin
KA Pollard,PJ Cummins,29,15,193.3333333,0,0,0,0,0,0,Very Good,Right Fast
KD Karthik,B Kumar,29,17,170.5882353,0,0,0,0,0,0,Very Good,Right Fast
KL Rahul,Sandeep Sharma,29,34,85.29411765,1,0,1,0,0,0,Poor,Right Mid Fast
Lalit Yadav,YS Chahal,29,19,152.6315789,0,0,0,0,0,0,Good,Right Leg Spin
MA Agarwal,JP Behrendorff,29,17,170.5882353,0,0,0,0,0,0,Very Good,Left Fast
MP Stoinis,YS Chahal,29,21,138.0952381,0,0,0,0,0,0,Average,Right Leg Spin
MR Marsh,TA Boult,29,17,170.5882353,0,0,0,0,0,0,Very Good,Left Fast
MS Dhoni,A Nortje,29,13,223.0769231,0,0,0,0,0,0,Excellent,Right Fast
N Pooran,Sandeep Sharma,29,20,145,2,0,1,1,0,0,Good,Right Mid Fast
N Rana,KA Pollard,29,14,207.1428571,0,0,0,0,0,0,Excellent,Right Mid Fast
N Wadhera,RA Jadeja,29,15,193.3333333,0,0,0,0,0,0,Very Good,Left Off Spin
P Simran Singh,Kuldeep Yadav,29,18,161.1111111,1,0,1,0,0,0,Good,Left Leg Spin
PP Shaw,DR Sams,29,21,138.0952381,0,0,0,0,0,0,Average,Left Mid Fast
R Parag,AR Patel,29,28,103.5714286,1,1,0,0,0,0,Poor,Left Off Spin
R Parag,MM Sharma,29,16,181.25,1,0,1,0,0,0,Very Good,Right Mid Fast
R Parag,G Coetzee,29,12,241.6666667,0,0,0,0,0,0,Excellent,Right Fast
RA Jadeja,RD Chahar,29,34,85.29411765,1,0,0,0,1,0,Poor,Right Leg Spin
RA Tripathi,CJ Jordan,29,15,193.3333333,0,0,0,0,0,0,Very Good,Right Fast
RD Gaikwad,CV Varun,29,39,74.35897436,2,0,2,0,0,0,Poor,Right Leg Spin
RD Gaikwad,JJ Bumrah,29,18,161.1111111,0,0,0,0,0,0,Good,Right Fast
RG Sharma,Mohammed Shami,29,32,90.625,2,0,2,0,0,0,Poor,Right Fast
RR Pant,SP Narine,29,29,100,0,0,0,0,0,0,Poor,Right Off Spin
RR Rossouw,Harpreet Brar,29,15,193.3333333,1,0,1,0,0,0,Very Good,Left Off Spin
S Dhawan,TA Boult,29,34,85.29411765,0,0,0,0,0,0,Poor,Left Fast
Shahbaz Ahmed,KK Ahmed,29,11,263.6363636,0,0,0,0,0,0,Excellent,Left Fast
Shubman Gill,I Sharma,29,22,131.8181818,1,0,1,0,0,0,Average,Right Mid Fast
SO Hetmyer,T Natarajan,29,20,145,2,1,1,0,0,0,Good,Left Mid Fast
V Kohli,HV Patel,29,17,170.5882353,1,0,1,0,0,0,Very Good,Right Mid Fast
V Shankar,CV Varun,29,10,290,0,0,0,0,0,0,Excellent,Right Leg Spin
VR Iyer,T Natarajan,29,13,223.0769231,2,1,1,0,0,0,Excellent,Left Mid Fast
Abhishek Sharma,CV Varun,28,14,200,1,0,1,0,0,0,Excellent,Right Leg Spin
Abhishek Sharma,R Ashwin,28,20,140,1,0,1,0,0,0,Good,Right Off Spin
AK Markram,LH Ferguson,28,17,164.7058824,0,0,0,0,0,0,Good,Right Fast
AK Markram,Suyash Sharma,28,11,254.5454545,0,0,0,0,0,0,Excellent,Right Leg Spin
AR Patel,Noor Ahmad,28,17,164.7058824,1,0,1,0,0,0,Good,Left Leg Spin
AR Patel,JJ Bumrah,28,17,164.7058824,0,0,0,0,0,0,Good,Right Fast
B Sai Sudharsan,K Rabada,28,21,133.3333333,0,0,0,0,0,0,Average,Right Fast
D Brevis,RD Chahar,28,5,560,0,0,0,0,0,0,No Average,Right Leg Spin
D Padikkal,RA Jadeja,28,26,107.6923077,1,0,1,0,0,0,Poor,Left Off Spin
D Padikkal,AR Patel,28,10,280,0,0,0,0,0,0,Excellent,Left Off Spin
DA Miller,SP Narine,28,18,155.5555556,0,0,0,0,0,0,Good,Right Off Spin
DA Warner,CV Varun,28,18,155.5555556,1,0,0,0,1,0,Good,Right Leg Spin
DA Warner,HV Patel,28,19,147.3684211,1,0,1,0,0,0,Good,Right Mid Fast
DA Warner,R Ashwin,28,31,90.32258065,0,0,0,0,0,0,Poor,Right Off Spin
F du Plessis,Abhishek Sharma,28,22,127.2727273,0,0,0,0,0,0,Average,Left Off Spin
H Klaasen,KV Sharma,28,11,254.5454545,0,0,0,0,0,0,Excellent,Right Leg Spin
H Klaasen,SP Narine,28,19,147.3684211,0,0,0,0,0,0,Good,Right Off Spin
HH Pandya,Umran Malik,28,19,147.3684211,1,0,1,0,0,0,Good,Right Fast
J Fraser-McGurk,Avesh Khan,28,6,466.6666667,0,0,0,0,0,0,No Average,Right Fast
JC Buttler,Shahbaz Ahmed,28,11,254.5454545,0,0,0,0,0,0,Excellent,Left Off Spin
KA Pollard,M Prasidh Krishna,28,31,90.32258065,0,0,0,0,0,0,Poor,Right Fast
