batter,bowler,total_runs_against_bowler,balls_faced,strike_rate,total_dismissals,bowled,caught,caught and bowled,lbw,stumped,performance,bowling_type
SV Samson,K Kartikeya,6,5,120,1,0,1,0,0,0,No Average,Left Leg Spin
SV Samson,R Dhawan,6,4,150,1,0,1,0,0,0,No Average,Right Mid Fast
SV Samson,A Mishra,6,4,150,0,0,0,0,0,0,No Average,Right Leg Spin
SV Samson,M Pathirana,6,7,85.71428571,0,0,0,0,0,0,Poor,Right Fast
SV Samson,R Ashwin,6,7,85.71428571,0,0,0,0,0,0,Poor,Right Off Spin
T Stubbs,KH Pandya,6,5,120,0,0,0,0,0,0,No Average,Left Off Spin
T Stubbs,M Theekshana,6,5,120,0,0,0,0,0,0,No Average,Right Off Spin
Tanush Kotian,K Rabada,6,7,85.71428571,0,0,0,0,0,0,Poor,Right Fast
Tilak Varma,SH Johnson,6,2,300,1,0,1,0,0,0,No Average,Left Fast
Tilak Varma,Mohsin Khan,6,9,66.66666667,0,0,0,0,0,0,Poor,Left Fast
Tilak Varma,Simarjeet Singh,6,10,60,0,0,0,0,0,0,Poor,Right Fast
Tilak Varma,TU Deshpande,6,3,200,0,0,0,0,0,0,No Average,Right Fast
V Kohli,Akash Singh,6,4,150,1,1,0,0,0,0,No Average,Left Mid Fast
V Kohli,DJ Bravo,6,6,100,1,0,1,0,0,0,No Average,Right Mid Fast
V Kohli,Lalit Yadav,6,8,75,1,0,1,0,0,0,Poor,Right Off Spin
V Kohli,Mukesh Kumar,6,7,85.71428571,1,0,1,0,0,0,Poor,Right Fast
V Kohli,PVD Chameera,6,6,100,1,0,1,0,0,0,No Average,Right Fast
V Kohli,OF Smith,6,4,150,0,0,0,0,0,0,No Average,Right Fast
V Kohli,S Sandeep Warrier,6,4,150,0,0,0,0,0,0,No Average,Right Fast
V Kohli,Shahbaz Ahmed,6,11,54.54545455,0,0,0,0,0,0,Poor,Left Off Spin
V Kohli,VG Arora,6,3,200,0,0,0,0,0,0,No Average,Right Fast
V Shankar,AR Patel,6,7,85.71428571,0,0,0,0,0,0,Poor,Left Off Spin
V Shankar,DL Chahar,6,10,60,0,0,0,0,0,0,Poor,Right Mid Fast
V Shankar,MJ Santner,6,3,200,0,0,0,0,0,0,No Average,Left Off Spin
V Shankar,Mustafizur Rahman,6,6,100,0,0,0,0,0,0,No Average,Left Fast
V Shankar,R Tewatia,6,4,150,0,0,0,0,0,0,No Average,Right Leg Spin
Virat Singh,KA Pollard,6,5,120,0,0,0,0,0,0,No Average,Right Mid Fast
VR Iyer,Basil Thampi,6,11,54.54545455,0,0,0,0,0,0,Poor,Right Fast
VR Iyer,CH Morris,6,9,66.66666667,0,0,0,0,0,0,Poor,Right Mid Fast
VR Iyer,JE Root,6,5,120,0,0,0,0,0,0,No Average,Right Off Spin
Washington Sundar,B Kumar,6,5,120,0,0,0,0,0,0,No Average,Right Fast
Washington Sundar,TU Deshpande,6,3,200,0,0,0,0,0,0,No Average,Right Fast
WG Jacks,AR Patel,6,8,75,0,0,0,0,0,0,Poor,Left Off Spin
WP Saha,HV Patel,6,5,120,1,0,1,0,0,0,No Average,Right Mid Fast
WP Saha,PWH de Silva,6,5,120,1,0,1,0,0,0,No Average,Right Leg Spin
WP Saha,A Zampa,6,6,100,0,0,0,0,0,0,No Average,Right Leg Spin
WP Saha,GJ Maxwell,6,6,100,0,0,0,0,0,0,No Average,Right Off Spin
YBK Jaiswal,HV Patel,6,9,66.66666667,1,0,1,0,0,0,Poor,Right Mid Fast
YBK Jaiswal,JD Unadkat,6,7,85.71428571,0,0,0,0,0,0,Poor,Left Mid Fast
YBK Jaiswal,Ravi Bishnoi,6,7,85.71428571,0,0,0,0,0,0,Poor,Right Leg Spin
YBK Jaiswal,SH Johnson,6,6,100,0,0,0,0,0,0,No Average,Left Fast
Yudhvir Singh,CV Varun,6,5,120,1,0,1,0,0,0,No Average,Right Leg Spin
A Badoni,TA Boult,5,11,45.45454545,2,1,0,0,1,0,Poor,Left Fast
A Badoni,AS Joseph,5,4,125,0,0,0,0,0,0,No Average,Right Fast
A Badoni,DJ Bravo,5,5,100,0,0,0,0,0,0,No Average,Right Mid Fast
A Badoni,G Coetzee,5,5,100,0,0,0,0,0,0,No Average,Right Fast
A Badoni,KV Sharma,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Leg Spin
A Badoni,Noor Ahmad,5,3,166.6666667,0,0,0,0,0,0,No Average,Left Leg Spin
A Badoni,RS Hangargekar,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Fast
A Badoni,SH Johnson,5,3,166.6666667,0,0,0,0,0,0,No Average,Left Fast
A Badoni,V Viyaskanth,5,2,250,0,0,0,0,0,0,No Average,Right Mid Fast
A Badoni,Washington Sundar,5,2,250,0,0,0,0,0,0,No Average,Right Off Spin
A Manohar,KR Sen,5,3,166.6666667,1,1,0,0,0,0,No Average,Right Fast
A Manohar,PVD Chameera,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Fast
A Mishra,Mohammed Siraj,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Fast
A Nortje,RP Meredith,5,3,166.6666667,1,1,0,0,0,0,No Average,Right Fast
A Raghuvanshi,AR Patel,5,3,166.6666667,0,0,0,0,0,0,No Average,Left Off Spin
A Raghuvanshi,KH Pandya,5,6,83.33333333,0,0,0,0,0,0,No Average,Left Off Spin
A Raghuvanshi,Naveen-ul-Haq,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Fast
AA Kulkarni,VG Arora,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Fast
AB de Villiers,RV Patel,5,4,125,0,0,0,0,0,0,No Average,Right Fast
Abdul Samad,Arshdeep Singh,5,4,125,1,0,1,0,0,0,No Average,Left Fast
Abdul Samad,AR Patel,5,10,50,0,0,0,0,0,0,Poor,Left Off Spin
Abdul Samad,JP Behrendorff,5,2,250,0,0,0,0,0,0,No Average,Left Fast
Abdul Samad,RA Jadeja,5,7,71.42857143,0,0,0,0,0,0,Poor,Left Off Spin
Abdul Samad,Rashid Khan,5,2,250,0,0,0,0,0,0,No Average,Right Leg Spin
Abdul Samad,TA Boult,5,4,125,0,0,0,0,0,0,No Average,Left Fast
Abdul Samad,Yash Dayal,5,2,250,0,0,0,0,0,0,No Average,Left Fast
Abhishek Sharma,YS Chahal,5,4,125,1,0,1,0,0,0,No Average,Right Leg Spin
Abhishek Sharma,AJ Tye,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Fast
Abhishek Sharma,DG Nalkande,5,4,125,0,0,0,0,0,0,No Average,Right Fast
Abhishek Sharma,HH Pandya,5,7,71.42857143,0,0,0,0,0,0,Poor,Right Fast
Abhishek Sharma,KR Mayers,5,2,250,0,0,0,0,0,0,No Average,Right Mid Fast
Abhishek Sharma,Noor Ahmad,5,6,83.33333333,0,0,0,0,0,0,No Average,Left Leg Spin
Abishek Porel,G Coetzee,5,2,250,0,0,0,0,0,0,No Average,Right Fast
Abishek Porel,JO Holder,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Mid Fast
Abishek Porel,KH Pandya,5,3,166.6666667,0,0,0,0,0,0,No Average,Left Off Spin
Abishek Porel,N Thushara,5,2,250,0,0,0,0,0,0,No Average,Right Fast
AD Russell,Mohsin Khan,5,7,71.42857143,1,0,1,0,0,0,Poor,Left Fast
AD Russell,Naveen-ul-Haq,5,6,83.33333333,1,0,1,0,0,0,No Average,Right Fast
AD Russell,C Green,5,4,125,0,0,0,0,0,0,No Average,Right Fast
AD Russell,CJ Jordan,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Fast
AJ Hosein,A Nortje,5,5,100,0,0,0,0,0,0,No Average,Right Fast
AK Markram,C Green,5,3,166.6666667,1,0,1,0,0,0,No Average,Right Fast
AK Markram,AS Roy,5,10,50,0,0,0,0,0,0,Poor,Left Off Spin
AK Markram,Harshit Rana,5,12,41.66666667,0,0,0,0,0,0,Poor,Right Fast
AK Markram,KA Pollard,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Mid Fast
AK Markram,KT Maphaka,5,3,166.6666667,0,0,0,0,0,0,No Average,Left Fast
AK Markram,KV Sharma,5,5,100,0,0,0,0,0,0,No Average,Right Leg Spin
AK Markram,MA Starc,5,5,100,0,0,0,0,0,0,No Average,Left Fast
AK Markram,OC McCoy,5,3,166.6666667,0,0,0,0,0,0,No Average,Left Mid Fast
AK Markram,SZ Mulani,5,6,83.33333333,0,0,0,0,0,0,No Average,Left Off Spin
AM Rahane,K Kartikeya,5,9,55.55555556,1,1,0,0,0,0,Poor,Left Leg Spin
AM Rahane,M Markande,5,6,83.33333333,1,0,1,0,0,0,No Average,Right Leg Spin
AM Rahane,C Sakariya,5,3,166.6666667,0,0,0,0,0,0,No Average,Left Mid Fast
AM Rahane,DJ Bravo,5,2,250,0,0,0,0,0,0,No Average,Right Mid Fast
AM Rahane,Kuldeep Yadav,5,6,83.33333333,0,0,0,0,0,0,No Average,Left Leg Spin
AM Rahane,Mohammad Nabi,5,5,100,0,0,0,0,0,0,No Average,Right Off Spin
AM Rahane,SP Narine,5,5,100,0,0,0,0,0,0,No Average,Right Off Spin
AM Rahane,Swapnil Singh,5,5,100,0,0,0,0,0,0,No Average,Left Off Spin
Aman Hakim Khan,B Kumar,5,2,250,0,0,0,0,0,0,No Average,Right Fast
Aman Hakim Khan,RD Chahar,5,9,55.55555556,0,0,0,0,0,0,Poor,Right Leg Spin
Anmolpreet Singh,Mohammed Shami,5,4,125,1,0,1,0,0,0,No Average,Right Fast
Anuj Rawat,JP Behrendorff,5,3,166.6666667,1,0,1,0,0,0,No Average,Left Fast
Anuj Rawat,MM Ali,5,9,55.55555556,0,0,0,0,0,0,Poor,Right Off Spin
Anuj Rawat,Mukesh Choudhary,5,4,125,0,0,0,0,0,0,No Average,Left Fast
Anuj Rawat,RA Jadeja,5,4,125,0,0,0,0,0,0,No Average,Left Off Spin
AR Patel,CV Varun,5,19,26.31578947,1,0,1,0,0,0,Poor,Right Leg Spin
AR Patel,MM Ali,5,7,71.42857143,1,0,1,0,0,0,Poor,Right Off Spin
AR Patel,KA Pollard,5,5,100,0,0,0,0,0,0,No Average,Right Mid Fast
AR Patel,Mustafizur Rahman,5,6,83.33333333,0,0,0,0,0,0,No Average,Left Fast
AR Patel,N Rana,5,6,83.33333333,0,0,0,0,0,0,No Average,Right Leg Spin
AR Patel,Tilak Varma,5,4,125,0,0,0,0,0,0,No Average,Right Off Spin
Arshad Khan (2),MA Starc,5,4,125,1,1,0,0,0,0,No Average,Left Fast
Arshdeep Singh,KK Ahmed,5,6,83.33333333,0,0,0,0,0,0,No Average,Left Fast
Ashutosh Sharma,T Natarajan,5,5,100,1,0,1,0,0,0,No Average,Left Mid Fast
Ashutosh Sharma,TA Boult,5,5,100,1,0,1,0,0,0,No Average,Left Fast
AT Rayudu,YS Chahal,5,7,71.42857143,2,0,2,0,0,0,Poor,Right Leg Spin
AT Rayudu,RP Meredith,5,11,45.45454545,1,0,1,0,0,0,Poor,Right Fast
AT Rayudu,TK Curran,5,4,125,1,0,1,0,0,0,No Average,Right Mid Fast
AT Rayudu,AR Patel,5,6,83.33333333,0,0,0,0,0,0,No Average,Left Off Spin
AT Rayudu,Arshdeep Singh,5,8,62.5,0,0,0,0,0,0,Poor,Left Fast
Atharva Taide,RA Jadeja,5,8,62.5,1,0,0,1,0,0,Poor,Left Off Spin
AU Rashid,YS Chahal,5,5,100,1,0,0,0,0,1,No Average,Right Leg Spin
Avesh Khan,TG Southee,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Mid Fast
Azmatullah Omarzai,TU Deshpande,5,3,166.6666667,1,0,1,0,0,0,No Average,Right Fast
Azmatullah Omarzai,Naman Dhir,5,2,250,0,0,0,0,0,0,No Average,Right Off Spin
B Kumar,AD Russell,5,7,71.42857143,0,0,0,0,0,0,Poor,Right Fast
B Kumar,Avesh Khan,5,5,100,0,0,0,0,0,0,No Average,Right Fast
B Kumar,Kuldeep Yadav,5,3,166.6666667,0,0,0,0,0,0,No Average,Left Leg Spin
B Kumar,VG Arora,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Fast
B Sai Sudharsan,JP Behrendorff,5,3,166.6666667,0,0,0,0,0,0,No Average,Left Fast
B Sai Sudharsan,RP Meredith,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Fast
C Green,MP Yadav,5,5,100,1,1,0,0,0,0,No Average,Right Fast
C Green,A Nortje,5,4,125,0,0,0,0,0,0,No Average,Right Fast
C Green,DL Chahar,5,5,100,0,0,0,0,0,0,No Average,Right Mid Fast
C Green,KK Ahmed,5,3,166.6666667,0,0,0,0,0,0,No Average,Left Fast
C Sakariya,Arshdeep Singh,5,3,166.6666667,1,0,0,1,0,0,No Average,Left Fast
C Sakariya,NM Coulter-Nile,5,5,100,1,1,0,0,0,0,No Average,Right Mid Fast
CA Lynn,Washington Sundar,5,3,166.6666667,1,0,0,1,0,0,No Average,Right Off Spin
CH Gayle,JO Holder,5,5,100,0,0,0,0,0,0,No Average,Right Mid Fast
CH Gayle,S Kaul,5,4,125,0,0,0,0,0,0,No Average,Right Mid Fast
CH Morris,Arshdeep Singh,5,4,125,0,0,0,0,0,0,No Average,Left Fast
CR Woakes,Mustafizur Rahman,5,2,250,0,0,0,0,0,0,No Average,Left Fast
D Brevis,Azmatullah Omarzai,5,4,125,0,0,0,0,0,0,No Average,Right  Mid Fast
D Padikkal,A Nortje,5,5,100,2,0,2,0,0,0,No Average,Right Fast
D Padikkal,Akash Deep,5,7,71.42857143,0,0,0,0,0,0,Poor,Right Fast
D Padikkal,AS Joseph,5,2,250,0,0,0,0,0,0,No Average,Right Fast
D Padikkal,Harpreet Brar,5,8,62.5,0,0,0,0,0,0,Poor,Left Off Spin
D Padikkal,Kartik Tyagi,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Fast
DA Miller,OF Smith,5,4,125,0,0,0,0,0,0,No Average,Right Fast
DA Miller,R Dhawan,5,6,83.33333333,0,0,0,0,0,0,No Average,Right Mid Fast
DA Miller,Ravi Bishnoi,5,8,62.5,0,0,0,0,0,0,Poor,Right Leg Spin
DA Warner,KR Mayers,5,6,83.33333333,0,0,0,0,0,0,No Average,Right Mid Fast
DA Warner,OC McCoy,5,2,250,0,0,0,0,0,0,No Average,Left Mid Fast
DA Warner,Rasikh Salam,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Fast
Dhruv Jurel,A Nortje,5,3,166.6666667,1,1,0,0,0,0,No Average,Right Fast
Dhruv Jurel,AS Joseph,5,2,250,0,0,0,0,0,0,No Average,Right Fast
Dhruv Jurel,Naveen-ul-Haq,5,7,71.42857143,0,0,0,0,0,0,Poor,Right Fast
DJ Bravo,B Kumar,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Fast
DJ Hooda,M Prasidh Krishna,5,5,100,1,0,1,0,0,0,No Average,Right Fast
DJ Hooda,WD Parnell,5,4,125,1,0,1,0,0,0,No Average,Left Mid Fast
DJ Hooda,Arshdeep Singh,5,2,250,0,0,0,0,0,0,No Average,Left Fast
DJ Hooda,G Coetzee,5,4,125,0,0,0,0,0,0,No Average,Right Fast
DJ Hooda,V Shankar,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Mid Fast
DJ Mitchell,HH Pandya,5,7,71.42857143,1,0,1,0,0,0,Poor,Right Fast
DJ Mitchell,KK Ahmed,5,6,83.33333333,0,0,0,0,0,0,No Average,Left Fast
DJ Mitchell,Mohsin Khan,5,2,250,0,0,0,0,0,0,No Average,Left Fast
DP Conway,R Ashwin,5,8,62.5,1,0,0,0,1,0,Poor,Right Off Spin
DP Conway,K Khejroliya,5,2,250,0,0,0,0,0,0,No Average,Left Mid Fast
DP Conway,T Stubbs,5,5,100,0,0,0,0,0,0,No Average,Right Off Spin
DP Conway,Washington Sundar,5,8,62.5,0,0,0,0,0,0,Poor,Right Off Spin
DR Sams,M Theekshana,5,2,250,0,0,0,0,0,0,No Average,Right Off Spin
E Lewis,NM Coulter-Nile,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Mid Fast
EJG Morgan,DL Chahar,5,3,166.6666667,1,0,1,0,0,0,No Average,Right Mid Fast
F du Plessis,KA Pollard,5,7,71.42857143,1,0,1,0,0,0,Poor,Right Mid Fast
F du Plessis,DT Christian,5,7,71.42857143,0,0,0,0,0,0,Poor,Right Mid Fast
F du Plessis,JC Archer,5,7,71.42857143,0,0,0,0,0,0,Poor,Right Fast
F du Plessis,Mohammad Nabi,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Off Spin
F du Plessis,N Burger,5,2,250,0,0,0,0,0,0,No Average,Left Fast
FA Allen,Ravi Bishnoi,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Leg Spin
GJ Maxwell,C Sakariya,5,3,166.6666667,0,0,0,0,0,0,No Average,Left Mid Fast
GJ Maxwell,JD Unadkat,5,2,250,0,0,0,0,0,0,No Average,Left Mid Fast
GJ Maxwell,KK Ahmed,5,4,125,0,0,0,0,0,0,No Average,Left Fast
GJ Maxwell,S Kaul,5,5,100,0,0,0,0,0,0,No Average,Right Mid Fast
GJ Maxwell,TU Deshpande,5,2,250,0,0,0,0,0,0,No Average,Right Fast
H Klaasen,Mohammed Siraj,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Fast
H Klaasen,RP Meredith,5,4,125,0,0,0,0,0,0,No Average,Right Fast
Harpreet Brar,MA Wood,5,3,166.6666667,1,0,1,0,0,0,No Average,Right Fast
Harpreet Brar,Mohammed Siraj,5,11,45.45454545,1,1,0,0,0,0,Poor,Right Fast
Harpreet Brar,Avesh Khan,5,5,100,0,0,0,0,0,0,No Average,Right Fast
Harpreet Brar,JP Behrendorff,5,2,250,0,0,0,0,0,0,No Average,Left Fast
Harpreet Singh,JJ Bumrah,5,5,100,0,0,0,0,0,0,No Average,Right Fast
Harpreet Singh,Mohammed Siraj,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Fast
Harpreet Singh,R Sai Kishore,5,4,125,0,0,0,0,0,0,No Average,Left Off Spin
HC Brook,Arjun Tendulkar,5,5,100,0,0,0,0,0,0,No Average,Left Mid Fast
HC Brook,R Ashwin,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Off Spin
HC Brook,Shahbaz Ahmed,5,3,166.6666667,0,0,0,0,0,0,No Average,Left Off Spin
HC Brook,SN Thakur,5,2,250,0,0,0,0,0,0,No Average,Right Fast
HH Pandya,Arjun Tendulkar,5,5,100,0,0,0,0,0,0,No Average,Left Mid Fast
HH Pandya,MM Ali,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Off Spin
HR Shokeen,KV Sharma,5,2,250,0,0,0,0,0,0,No Average,Right Leg Spin
HV Patel,RD Chahar,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Leg Spin
HV Patel,SP Narine,5,2,250,0,0,0,0,0,0,No Average,Right Off Spin
Ishan Kishan,MP Stoinis,5,11,45.45454545,1,1,0,0,0,0,Poor,Right Fast
Ishan Kishan,Yash Thakur,5,8,62.5,1,0,1,0,0,0,Poor,Right Fast
Ishan Kishan,JD Unadkat,5,2,250,0,0,0,0,0,0,No Average,Left Mid Fast
Ishan Kishan,MM Ali,5,5,100,0,0,0,0,0,0,No Average,Right Off Spin
Ishan Kishan,MR Marsh,5,9,55.55555556,0,0,0,0,0,0,Poor,Right Mid Fast
Ishan Kishan,TG Southee,5,6,83.33333333,0,0,0,0,0,0,No Average,Right Mid Fast
J Fraser-McGurk,Naveen-ul-Haq,5,5,100,1,0,1,0,0,0,No Average,Right Fast
J Fraser-McGurk,B Kumar,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Fast
J Fraser-McGurk,Ravi Bishnoi,5,6,83.33333333,0,0,0,0,0,0,No Average,Right Leg Spin
J Yadav,Avesh Khan,5,2,250,0,0,0,0,0,0,No Average,Right Fast
J Yadav,MP Stoinis,5,4,125,0,0,0,0,0,0,No Average,Right Fast
JC Buttler,Yash Thakur,5,3,166.6666667,1,1,0,0,0,0,No Average,Right Fast
JC Buttler,Akash Singh,5,5,100,0,0,0,0,0,0,No Average,Left Mid Fast
JC Buttler,KT Maphaka,5,3,166.6666667,0,0,0,0,0,0,No Average,Left Fast
JC Buttler,R Shepherd,5,5,100,0,0,0,0,0,0,No Average,Right Mid Fast
JDS Neesham,Mohammed Shami,5,4,125,0,0,0,0,0,0,No Average,Right Fast
JE Root,Mohammed Siraj,5,6,83.33333333,0,0,0,0,0,0,No Average,Right Fast
JJ Bumrah,JO Holder,5,2,250,0,0,0,0,0,0,No Average,Right Mid Fast
JJ Roy,DL Chahar,5,7,71.42857143,1,0,1,0,0,0,Poor,Right Mid Fast
JJ Roy,Vijaykumar Vyshak,5,6,83.33333333,1,1,0,0,0,0,No Average,Right Mid Fast
JM Bairstow,MP Yadav,5,6,83.33333333,1,0,1,0,0,0,No Average,Right Fast
JM Bairstow,R Tewatia,5,3,166.6666667,1,0,1,0,0,0,No Average,Right Leg Spin
JM Bairstow,RJ Gleeson,5,7,71.42857143,0,0,0,0,0,0,Poor,Right Fast
JM Sharma,I Sharma,5,4,125,0,0,0,0,0,0,No Average,Right Mid Fast
JM Sharma,Mustafizur Rahman,5,4,125,0,0,0,0,0,0,No Average,Left Fast
JO Holder,DT Christian,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Mid Fast
JR Hazlewood,DJ Bravo,5,5,100,0,0,0,0,0,0,No Average,Right Mid Fast
K Kartikeya,J Little,5,3,166.6666667,0,0,0,0,0,0,No Average,Left Fast
K Rabada,D Pretorius,5,5,100,0,0,0,0,0,0,No Average,Right Mid Fast
KA Jamieson,Mohammed Shami,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Fast
KA Pollard,Avesh Khan,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Fast
KA Pollard,KA Jamieson,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Fast
KA Pollard,Mustafizur Rahman,5,3,166.6666667,0,0,0,0,0,0,No Average,Left Fast
KD Karthik,Lalit Yadav,5,2,250,0,0,0,0,0,0,No Average,Right Off Spin
KD Karthik,Mohammed Shami,5,5,100,0,0,0,0,0,0,No Average,Right Fast
KH Pandya,MM Ali,5,11,45.45454545,1,0,1,0,0,0,Poor,Right Off Spin
KH Pandya,Akash Madhwal,5,8,62.5,0,0,0,0,0,0,Poor,Right Fast
KH Pandya,Avesh Khan,5,8,62.5,0,0,0,0,0,0,Poor,Right Fast
KH Pandya,CJ Jordan,5,5,100,0,0,0,0,0,0,No Average,Right Fast
KH Pandya,N Thushara,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Fast
KH Pandya,S Kaul,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Mid Fast
KH Pandya,TG Southee,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Mid Fast
KL Rahul,N Wadhera,5,7,71.42857143,0,0,0,0,0,0,Poor,Right Leg Spin
KM Jadhav,C Green,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Fast
KR Mayers,B Kumar,5,11,45.45454545,0,0,0,0,0,0,Poor,Right Fast
KR Mayers,KK Ahmed,5,9,55.55555556,0,0,0,0,0,0,Poor,Left Fast
KR Mayers,Washington Sundar,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Off Spin
KS Bharat,Mustafizur Rahman,5,5,100,1,0,1,0,0,0,No Average,Left Fast
KS Bharat,TA Boult,5,7,71.42857143,1,0,1,0,0,0,Poor,Left Fast
KS Bharat,LH Ferguson,5,8,62.5,0,0,0,0,0,0,Poor,Right Fast
KS Williamson,Arshdeep Singh,5,8,62.5,0,0,0,0,0,0,Poor,Left Fast
KS Williamson,CH Morris,5,6,83.33333333,0,0,0,0,0,0,No Average,Right Mid Fast
KS Williamson,DG Nalkande,5,6,83.33333333,0,0,0,0,0,0,No Average,Right Fast
KS Williamson,DL Chahar,5,4,125,0,0,0,0,0,0,No Average,Right Mid Fast
KS Williamson,JJ Bumrah,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Fast
KS Williamson,L Ngidi,5,2,250,0,0,0,0,0,0,No Average,Right Mid Fast
Kuldeep Yadav,CV Varun,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Leg Spin
Kuldeep Yadav,SP Narine,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Off Spin
KV Sharma,Sandeep Sharma,5,3,166.6666667,1,0,1,0,0,0,No Average,Right Mid Fast
Lalit Yadav,HH Pandya,5,4,125,0,0,0,0,0,0,No Average,Right Fast
Lalit Yadav,K Rabada,5,4,125,0,0,0,0,0,0,No Average,Right Fast
Lalit Yadav,R Dhawan,5,4,125,0,0,0,0,0,0,No Average,Right Mid Fast
Lalit Yadav,RP Meredith,5,2,250,0,0,0,0,0,0,No Average,Right Fast
LS Livingstone,LH Ferguson,5,4,125,1,0,1,0,0,0,No Average,Right Fast
LS Livingstone,Noor Ahmad,5,6,83.33333333,1,0,1,0,0,0,No Average,Left Leg Spin
LS Livingstone,UT Yadav,5,5,100,1,0,1,0,0,0,No Average,Right Fast
M Ashwin,M Prasidh Krishna,5,4,125,0,0,0,0,0,0,No Average,Right Fast
M Jansen,M Theekshana,5,7,71.42857143,0,0,0,0,0,0,Poor,Right Off Spin
M Shahrukh Khan,Fazalhaq Farooqi,5,2,250,0,0,0,0,0,0,No Average,Left Fast
M Shahrukh Khan,MM Sharma,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Mid Fast
M Shahrukh Khan,VG Arora,5,2,250,0,0,0,0,0,0,No Average,Right Fast
MA Agarwal,KM Asif,5,5,100,0,0,0,0,0,0,No Average,Right Fast
MA Agarwal,Kuldeep Yadav,5,7,71.42857143,0,0,0,0,0,0,Poor,Left Leg Spin
MA Agarwal,Mohammed Shami,5,6,83.33333333,0,0,0,0,0,0,No Average,Right Fast
MA Agarwal,Mukesh Kumar,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Fast
MC Henriques,Rashid Khan,5,8,62.5,0,0,0,0,0,0,Poor,Right Leg Spin
MG Bracewell,SP Narine,5,7,71.42857143,0,0,0,0,0,0,Poor,Right Off Spin
MG Bracewell,YS Chahal,5,5,100,0,0,0,0,0,0,No Average,Right Leg Spin
MK Lomror,Avesh Khan,5,3,166.6666667,1,0,1,0,0,0,No Average,Right Fast
MK Lomror,KK Ahmed,5,6,83.33333333,1,0,1,0,0,0,No Average,Left Fast
MK Lomror,PJ Cummins,5,3,166.6666667,1,1,0,0,0,0,No Average,Right Fast
MK Lomror,Harpreet Brar,5,5,100,0,0,0,0,0,0,No Average,Left Off Spin
MK Lomror,KH Pandya,5,4,125,0,0,0,0,0,0,No Average,Left Off Spin
MK Lomror,Lalit Yadav,5,6,83.33333333,0,0,0,0,0,0,No Average,Right Off Spin
MK Lomror,RA Jadeja,5,8,62.5,0,0,0,0,0,0,Poor,Left Off Spin
MK Pandey,Ravi Bishnoi,5,4,125,1,1,0,0,0,0,No Average,Right Leg Spin
MK Pandey,D Pretorius,5,6,83.33333333,0,0,0,0,0,0,No Average,Right Mid Fast
MK Pandey,HV Patel,5,10,50,0,0,0,0,0,0,Poor,Right Mid Fast
MK Pandey,Mohammed Siraj,5,13,38.46153846,0,0,0,0,0,0,Poor,Right Fast
MK Pandey,MP Stoinis,5,4,125,0,0,0,0,0,0,No Average,Right Fast
MK Pandey,R Ashwin,5,2,250,0,0,0,0,0,0,No Average,Right Off Spin
MK Pandey,SM Curran,5,4,125,0,0,0,0,0,0,No Average,Left Mid Fast
MK Pandey,Vijaykumar Vyshak,5,9,55.55555556,0,0,0,0,0,0,Poor,Right Mid Fast
MK Pandey,VR Aaron,5,5,100,0,0,0,0,0,0,No Average,Right Fast
MM Ali,AR Patel,5,9,55.55555556,1,0,1,0,0,0,Poor,Left Off Spin
