batter,venue,total_runs,matches_played,batting_average,Performance
Rasikh Salam,"Eden Gardens, Kolkata",8,1,8.0,Bad
Rasikh Salam,"M.Chinnaswamy Stadium, Bengaluru",10,1,10.0,Poor
Ravi Bishnoi,"Arun Jaitley Stadium, Delhi",2,1,2.0,Bad
Ravi Bishnoi,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",10,5,2.0,Bad
Ravi Bishnoi,"Dr DY Patil Sports Academy, Mumbai",0,1,0.0,Bad
Ravi Bishnoi,"Eden Gardens, Kolkata",2,1,2.0,Bad
Ravi Bishnoi,"M.Chinnaswamy Stadium, Bengaluru",3,1,3.0,Bad
Ravi Bishnoi,"MA Chidambaram Stadium, Chennai",3,1,3.0,Bad
Ravi Bishnoi,"Narendra Modi Stadium, Ahmedabad",4,1,4.0,Bad
S Dhawan,"Arun Jaitley Stadium, Delhi",7,1,7.0,Bad
S Dhawan,"Barsapara Cricket Stadium, Guwahati",86,1,86.0,Excellent
S Dhawan,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",70,1,70.0,Excellent
S Dhawan,"Brabourne Stadium, Mumbai",98,4,24.5,Average
S Dhawan,"Dr DY Patil Sports Academy, Mumbai",132,4,33.0,Good
S Dhawan,"Eden Gardens, Kolkata",57,1,57.0,Excellent
S Dhawan,Himachal Pradesh Cricket Association Stadium (Dharamsala),17,2,8.5,Bad
S Dhawan,"M.Chinnaswamy Stadium, Bengaluru",45,1,45.0,Excellent
S Dhawan,"MA Chidambaram Stadium, Chennai",28,1,28.0,Average
S Dhawan,Maharaja Yadavindra Singh International Cricket St (Mullanpur),36,2,18.0,Poor
S Dhawan,"Maharashtra Cricket Association Stadium, Pune",75,2,37.5,Good
S Dhawan,"Narendra Modi Stadium, Ahmedabad",1,1,1.0,Bad
S Dhawan,"Punjab Cricket Association IS Bindra Stadium, Mohali",79,4,19.75,Poor
S Dhawan,"Rajiv Gandhi International Stadium, Hyderabad",99,1,99.0,Excellent
S Dhawan,"Wankhede Stadium, Mumbai",155,4,38.75,Good
S Dube,"Arun Jaitley Stadium, Delhi",22,1,22.0,Average
S Dube,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",3,1,3.0,Bad
S Dube,"Brabourne Stadium, Mumbai",106,2,53.0,Excellent
S Dube,"Dr DY Patil Sports Academy, Mumbai",143,4,35.75,Good
S Dube,Dr YS Rajasekhara Reddy Cricket Stadium (Visakhapatnam) ,18,1,18.0,Poor
S Dube,"Eden Gardens, Kolkata",50,1,50.0,Excellent
S Dube,Himachal Pradesh Cricket Association Stadium (Dharamsala),0,1,0.0,Bad
S Dube,"M.Chinnaswamy Stadium, Bengaluru",59,2,29.5,Average
S Dube,"MA Chidambaram Stadium, Chennai",399,14,28.5,Average
S Dube,"Maharashtra Cricket Association Stadium, Pune",19,1,19.0,Poor
S Dube,"Narendra Modi Stadium, Ahmedabad",72,3,24.0,Average
S Dube,"Rajiv Gandhi International Stadium, Hyderabad",45,1,45.0,Excellent
S Dube,"Sawai Mansingh Stadium, Jaipur",52,1,52.0,Excellent
S Dube,"Wankhede Stadium, Mumbai",115,6,19.166666666666668,Poor
S Gopal,"Brabourne Stadium, Mumbai",9,1,9.0,Bad
SA Abbott,"Brabourne Stadium, Mumbai",7,1,7.0,Bad
SA Yadav,"Arun Jaitley Stadium, Delhi",26,2,13.0,Poor
SA Yadav,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",17,2,8.5,Bad
SA Yadav,"Brabourne Stadium, Mumbai",50,2,25.0,Average
SA Yadav,"Dr DY Patil Sports Academy, Mumbai",83,2,41.5,Excellent
SA Yadav,"Eden Gardens, Kolkata",11,1,11.0,Poor
SA Yadav,"M.Chinnaswamy Stadium, Bengaluru",15,1,15.0,Poor
SA Yadav,"MA Chidambaram Stadium, Chennai",59,2,29.5,Average
SA Yadav,Maharaja Yadavindra Singh International Cricket St (Mullanpur),78,1,78.0,Excellent
SA Yadav,"Maharashtra Cricket Association Stadium, Pune",163,3,54.333333333333336,Excellent
SA Yadav,"Narendra Modi Stadium, Ahmedabad",84,2,42.0,Excellent
SA Yadav,"Punjab Cricket Association IS Bindra Stadium, Mohali",66,1,66.0,Excellent
SA Yadav,"Rajiv Gandhi International Stadium, Hyderabad",7,1,7.0,Bad
SA Yadav,"Sawai Mansingh Stadium, Jaipur",10,1,10.0,Poor
SA Yadav,"Wankhede Stadium, Mumbai",584,14,41.71428571428572,Excellent
SB Dubey,"Arun Jaitley Stadium, Delhi",25,1,25.0,Average
SB Dubey,"MA Chidambaram Stadium, Chennai",0,1,0.0,Bad
SB Dubey,"Wankhede Stadium, Mumbai",8,1,8.0,Bad
SD Hope,"Arun Jaitley Stadium, Delhi",85,4,21.25,Average
SD Hope,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",11,1,11.0,Poor
SD Hope,"Eden Gardens, Kolkata",6,1,6.0,Bad
SD Hope,"M.Chinnaswamy Stadium, Bengaluru",29,1,29.0,Average
SD Hope,Maharaja Yadavindra Singh International Cricket St (Mullanpur),33,1,33.0,Good
SD Hope,"Narendra Modi Stadium, Ahmedabad",19,1,19.0,Poor
SE Rutherford,"Dr DY Patil Sports Academy, Mumbai",28,1,28.0,Average
SE Rutherford,"Wankhede Stadium, Mumbai",5,1,5.0,Bad
SH Johnson,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",0,1,0.0,Bad
SH Johnson,"MA Chidambaram Stadium, Chennai",5,1,5.0,Bad
SH Johnson,"Narendra Modi Stadium, Ahmedabad",1,1,1.0,Bad
SM Curran,"Arun Jaitley Stadium, Delhi",20,1,20.0,Average
SM Curran,"Barsapara Cricket Stadium, Guwahati",64,2,32.0,Good
SM Curran,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",6,2,3.0,Bad
SM Curran,"Eden Gardens, Kolkata",4,1,4.0,Bad
SM Curran,Himachal Pradesh Cricket Association Stadium (Dharamsala),89,4,22.25,Average
SM Curran,"M.Chinnaswamy Stadium, Bengaluru",23,1,23.0,Average
SM Curran,"MA Chidambaram Stadium, Chennai",55,2,27.5,Average
SM Curran,Maharaja Yadavindra Singh International Cricket St (Mullanpur),118,4,29.5,Average
SM Curran,Maharaja Yadavindra Singh International Cricket St (Mullanpur) ,6,1,6.0,Bad
SM Curran,"Narendra Modi Stadium, Ahmedabad",5,1,5.0,Bad
SM Curran,"Punjab Cricket Association IS Bindra Stadium, Mohali",79,4,19.75,Poor
SM Curran,"Rajiv Gandhi International Stadium, Hyderabad",22,1,22.0,Average
SM Curran,"Wankhede Stadium, Mumbai",55,1,55.0,Excellent
SN Khan,"Arun Jaitley Stadium, Delhi",39,2,19.5,Poor
SN Khan,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4,1,4.0,Bad
SN Khan,"Brabourne Stadium, Mumbai",12,1,12.0,Poor
SN Khan,"Dr DY Patil Sports Academy, Mumbai",68,2,34.0,Good
SN Khan,"Rajiv Gandhi International Stadium, Hyderabad",10,1,10.0,Poor
SN Khan,"Wankhede Stadium, Mumbai",11,2,5.5,Bad
SN Thakur,"Brabourne Stadium, Mumbai",51,2,25.5,Average
SN Thakur,"Dr DY Patil Sports Academy, Mumbai",27,2,13.5,Poor
SN Thakur,"Eden Gardens, Kolkata",84,5,16.8,Poor
SN Thakur,Himachal Pradesh Cricket Association Stadium (Dharamsala),17,1,17.0,Poor
SN Thakur,"M.Chinnaswamy Stadium, Bengaluru",1,1,1.0,Bad
SN Thakur,"Maharashtra Cricket Association Stadium, Pune",2,1,2.0,Bad
SN Thakur,"Narendra Modi Stadium, Ahmedabad",3,2,1.5,Bad
SN Thakur,"Punjab Cricket Association IS Bindra Stadium, Mohali",8,1,8.0,Bad
SN Thakur,"Rajiv Gandhi International Stadium, Hyderabad",8,1,8.0,Bad
SN Thakur,"Wankhede Stadium, Mumbai",53,6,8.833333333333334,Bad
SO Hetmyer,"Barsapara Cricket Stadium, Guwahati",75,2,37.5,Good
SO Hetmyer,"Brabourne Stadium, Mumbai",32,2,16.0,Poor
SO Hetmyer,"Dr DY Patil Sports Academy, Mumbai",70,3,23.33333333333333,Average
SO Hetmyer,"Eden Gardens, Kolkata",4,2,2.0,Bad
SO Hetmyer,Himachal Pradesh Cricket Association Stadium (Dharamsala),46,1,46.0,Excellent
SO Hetmyer,"M.Chinnaswamy Stadium, Bengaluru",3,1,3.0,Bad
SO Hetmyer,"MA Chidambaram Stadium, Chennai",34,2,17.0,Poor
SO Hetmyer,Maharaja Yadavindra Singh International Cricket St (Mullanpur) ,27,1,27.0,Average
SO Hetmyer,"Maharashtra Cricket Association Stadium, Pune",35,2,17.5,Poor
SO Hetmyer,"Narendra Modi Stadium, Ahmedabad",95,4,23.75,Average
SO Hetmyer,"Rajiv Gandhi International Stadium, Hyderabad",35,2,17.5,Poor
SO Hetmyer,"Sawai Mansingh Stadium, Jaipur",102,9,11.333333333333334,Poor
SO Hetmyer,"Wankhede Stadium, Mumbai",168,6,28.0,Average
SP Jackson,"Brabourne Stadium, Mumbai",15,2,7.5,Bad
SP Jackson,"Dr DY Patil Sports Academy, Mumbai",5,2,2.5,Bad
SP Jackson,"Wankhede Stadium, Mumbai",3,1,3.0,Bad
SP Narine,"Arun Jaitley Stadium, Delhi",4,1,4.0,Bad
SP Narine,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",81,1,81.0,Excellent
SP Narine,"Brabourne Stadium, Mumbai",10,2,5.0,Bad
SP Narine,"Dr DY Patil Sports Academy, Mumbai",38,4,9.5,Bad
SP Narine,Dr YS Rajasekhara Reddy Cricket Stadium (Visakhapatnam),85,1,85.0,Excellent
SP Narine,"Eden Gardens, Kolkata",220,12,18.33333333333333,Poor
SP Narine,"M.Chinnaswamy Stadium, Bengaluru",47,1,47.0,Excellent
SP Narine,"MA Chidambaram Stadium, Chennai",33,2,16.5,Poor
SP Narine,"Maharashtra Cricket Association Stadium, Pune",23,2,11.5,Poor
SP Narine,"Narendra Modi Stadium, Ahmedabad",21,2,10.5,Poor
SP Narine,"Punjab Cricket Association IS Bindra Stadium, Mohali",7,1,7.0,Bad
SP Narine,"Rajiv Gandhi International Stadium, Hyderabad",1,1,1.0,Bad
SP Narine,"Wankhede Stadium, Mumbai",10,3,3.333333333333333,Bad
SS Iyer,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",23,1,23.0,Average
SS Iyer,"Brabourne Stadium, Mumbai",167,3,55.66666666666666,Excellent
SS Iyer,"Dr DY Patil Sports Academy, Mumbai",81,4,20.25,Average
SS Iyer,Dr YS Rajasekhara Reddy Cricket Stadium (Visakhapatnam),18,1,18.0,Poor
SS Iyer,"Eden Gardens, Kolkata",167,7,23.857142857142858,Average
SS Iyer,"M.Chinnaswamy Stadium, Bengaluru",39,1,39.0,Good
SS Iyer,"MA Chidambaram Stadium, Chennai",40,2,20.0,Average
SS Iyer,"Maharashtra Cricket Association Stadium, Pune",31,3,10.333333333333334,Poor
SS Iyer,"Narendra Modi Stadium, Ahmedabad",58,1,58.0,Excellent
SS Iyer,"Wankhede Stadium, Mumbai",128,5,25.6,Average
SS Prabhudessai,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",6,1,6.0,Bad
SS Prabhudessai,"Brabourne Stadium, Mumbai",15,1,15.0,Poor
SS Prabhudessai,"Dr DY Patil Sports Academy, Mumbai",44,2,22.0,Average
SS Prabhudessai,"Eden Gardens, Kolkata",24,1,24.0,Average
SS Prabhudessai,"M.Chinnaswamy Stadium, Bengaluru",29,3,9.666666666666666,Bad
SS Prabhudessai,"Maharashtra Cricket Association Stadium, Pune",2,1,2.0,Bad
SS Prabhudessai,"Wankhede Stadium, Mumbai",6,1,6.0,Bad
SV Samson,"Arun Jaitley Stadium, Delhi",86,1,86.0,Excellent
SV Samson,"Barsapara Cricket Stadium, Guwahati",60,3,20.0,Average
SV Samson,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",71,1,71.0,Excellent
SV Samson,"Brabourne Stadium, Mumbai",85,3,28.33333333333333,Average
SV Samson,"Dr DY Patil Sports Academy, Mumbai",63,4,15.75,Poor
SV Samson,"Eden Gardens, Kolkata",107,3,35.666666666666664,Good
SV Samson,Himachal Pradesh Cricket Association Stadium (Dharamsala),2,1,2.0,Bad
SV Samson,"M.Chinnaswamy Stadium, Bengaluru",22,1,22.0,Average
SV Samson,"MA Chidambaram Stadium, Chennai",25,3,8.333333333333334,Bad
SV Samson,Maharaja Yadavindra Singh International Cricket St (Mullanpur) ,18,1,18.0,Poor
SV Samson,"Maharashtra Cricket Association Stadium, Pune",82,2,41.0,Excellent
SV Samson,"Narendra Modi Stadium, Ahmedabad",114,4,28.5,Average
SV Samson,"Rajiv Gandhi International Stadium, Hyderabad",55,2,27.5,Average
SV Samson,"Sawai Mansingh Stadium, Jaipur",391,10,39.1,Good
SV Samson,"Wankhede Stadium, Mumbai",170,7,24.285714285714285,Average
SW Billings,"Brabourne Stadium, Mumbai",15,1,15.0,Poor
SW Billings,"Dr DY Patil Sports Academy, Mumbai",54,3,18.0,Poor
SW Billings,"Maharashtra Cricket Association Stadium, Pune",51,2,25.5,Average
SW Billings,"Wankhede Stadium, Mumbai",49,2,24.5,Average
SZ Mulani,"Narendra Modi Stadium, Ahmedabad",1,1,1.0,Bad
Sameer Rizvi,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,1,1.0,Bad
Sameer Rizvi,Dr YS Rajasekhara Reddy Cricket Stadium (Visakhapatnam) ,0,1,0.0,Bad
Sameer Rizvi,"MA Chidambaram Stadium, Chennai",50,3,16.666666666666668,Poor
Sandeep Sharma,"Sawai Mansingh Stadium, Jaipur",2,2,1.0,Bad
Sanvir Singh,"Narendra Modi Stadium, Ahmedabad",7,2,3.5,Bad
Sanvir Singh,"Rajiv Gandhi International Stadium, Hyderabad",6,1,6.0,Bad
Sanvir Singh,"Wankhede Stadium, Mumbai",12,2,6.0,Bad
Saurav Chauhan,"M.Chinnaswamy Stadium, Bengaluru",0,1,0.0,Bad
Saurav Chauhan,"Sawai Mansingh Stadium, Jaipur",9,1,9.0,Bad
Saurav Chauhan,"Wankhede Stadium, Mumbai",9,1,9.0,Bad
Shahbaz Ahmed,"Arun Jaitley Stadium, Delhi",59,1,59.0,Excellent
Shahbaz Ahmed,"Brabourne Stadium, Mumbai",18,3,6.0,Bad
Shahbaz Ahmed,"Dr DY Patil Sports Academy, Mumbai",94,3,31.33333333333333,Good
Shahbaz Ahmed,"Eden Gardens, Kolkata",17,2,8.5,Bad
Shahbaz Ahmed,"M.Chinnaswamy Stadium, Bengaluru",36,4,9.0,Bad
Shahbaz Ahmed,"MA Chidambaram Stadium, Chennai",33,3,11.0,Poor
Shahbaz Ahmed,Maharaja Yadavindra Singh International Cricket St (Mullanpur),14,1,14.0,Poor
Shahbaz Ahmed,"Maharashtra Cricket Association Stadium, Pune",18,2,9.0,Bad
Shahbaz Ahmed,"Narendra Modi Stadium, Ahmedabad",34,3,11.333333333333334,Poor
Shahbaz Ahmed,"Punjab Cricket Association IS Bindra Stadium, Mohali",5,1,5.0,Bad
Shahbaz Ahmed,"Rajiv Gandhi International Stadium, Hyderabad",61,3,20.33333333333333,Average
Shahbaz Ahmed,"Wankhede Stadium, Mumbai",87,3,29.0,Average
Shashank Singh,"Barsapara Cricket Stadium, Guwahati",0,1,0.0,Bad
Shashank Singh,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",9,1,9.0,Bad
Shashank Singh,"Brabourne Stadium, Mumbai",10,1,10.0,Poor
Shashank Singh,"Eden Gardens, Kolkata",68,1,68.0,Excellent
Shashank Singh,Himachal Pradesh Cricket Association Stadium (Dharamsala),64,2,32.0,Good
Shashank Singh,"M.Chinnaswamy Stadium, Bengaluru",21,1,21.0,Average
Shashank Singh,"MA Chidambaram Stadium, Chennai",25,1,25.0,Average
Shashank Singh,Maharaja Yadavindra Singh International Cricket St (Mullanpur),95,4,23.75,Average
Shashank Singh,Maharaja Yadavindra Singh International Cricket St (Mullanpur) ,9,1,9.0,Bad
Shashank Singh,"Maharashtra Cricket Association Stadium, Pune",26,2,13.0,Poor
Shashank Singh,"Narendra Modi Stadium, Ahmedabad",61,1,61.0,Excellent
Shashank Singh,"Rajiv Gandhi International Stadium, Hyderabad",2,1,2.0,Bad
Shashank Singh,"Wankhede Stadium, Mumbai",33,2,16.5,Poor
Shivam Mavi,"Brabourne Stadium, Mumbai",0,1,0.0,Bad
Shivam Mavi,"Dr DY Patil Sports Academy, Mumbai",2,1,2.0,Bad
Shivam Mavi,"Maharashtra Cricket Association Stadium, Pune",1,1,1.0,Bad
Shivam Singh,"Rajiv Gandhi International Stadium, Hyderabad",2,1,2.0,Bad
Shubman Gill,"Arun Jaitley Stadium, Delhi",20,2,10.0,Poor
Shubman Gill,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",19,2,9.5,Bad
Shubman Gill,"Brabourne Stadium, Mumbai",179,3,59.66666666666666,Excellent
Shubman Gill,"Dr DY Patil Sports Academy, Mumbai",36,4,9.0,Bad
Shubman Gill,"Eden Gardens, Kolkata",84,2,42.0,Excellent
Shubman Gill,"M.Chinnaswamy Stadium, Bengaluru",106,2,53.0,Excellent
Shubman Gill,"MA Chidambaram Stadium, Chennai",50,2,25.0,Average
Shubman Gill,Maharaja Yadavindra Singh International Cricket St (Mullanpur),35,1,35.0,Good
Shubman Gill,"Maharashtra Cricket Association Stadium, Pune",147,3,49.0,Excellent
Shubman Gill,"Narendra Modi Stadium, Ahmedabad",901,16,56.3125,Excellent
Shubman Gill,"Punjab Cricket Association IS Bindra Stadium, Mohali",67,1,67.0,Excellent
Shubman Gill,"Sawai Mansingh Stadium, Jaipur",108,2,54.0,Excellent
Shubman Gill,"Wankhede Stadium, Mumbai",47,5,9.4,Bad
Sikandar Raza,"Arun Jaitley Stadium, Delhi",11,1,11.0,Poor
Sikandar Raza,"Barsapara Cricket Stadium, Guwahati",1,1,1.0,Bad
Sikandar Raza,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",57,1,57.0,Excellent
Sikandar Raza,"MA Chidambaram Stadium, Chennai",13,1,13.0,Poor
Sikandar Raza,Maharaja Yadavindra Singh International Cricket St (Mullanpur),28,1,28.0,Average
Sikandar Raza,"Narendra Modi Stadium, Ahmedabad",15,1,15.0,Poor
Sikandar Raza,"Punjab Cricket Association IS Bindra Stadium, Mohali",52,2,26.0,Average
Sikandar Raza,"Rajiv Gandhi International Stadium, Hyderabad",5,1,5.0,Bad
Simarjeet Singh,"Brabourne Stadium, Mumbai",3,1,3.0,Bad
Simarjeet Singh,"Maharashtra Cricket Association Stadium, Pune",2,1,2.0,Bad
Simarjeet Singh,"Wankhede Stadium, Mumbai",2,1,2.0,Bad
Sumit Kumar,Dr YS Rajasekhara Reddy Cricket Stadium (Visakhapatnam),7,1,7.0,Bad
Sumit Kumar,Maharaja Yadavindra Singh International Cricket St (Mullanpur),2,1,2.0,Bad
Sumit Kumar,"Narendra Modi Stadium, Ahmedabad",9,1,9.0,Bad
Swapnil Singh,Himachal Pradesh Cricket Association Stadium (Dharamsala),1,1,1.0,Bad
Swapnil Singh,"M.Chinnaswamy Stadium, Bengaluru",15,2,7.5,Bad
Swapnil Singh,"Narendra Modi Stadium, Ahmedabad",11,2,5.5,Bad
Swapnil Singh,"Rajiv Gandhi International Stadium, Hyderabad",12,1,12.0,Poor
T Kohler-Cadmore,"Barsapara Cricket Stadium, Guwahati",18,1,18.0,Poor
T Kohler-Cadmore,"MA Chidambaram Stadium, Chennai",10,1,10.0,Poor
T Kohler-Cadmore,"Narendra Modi Stadium, Ahmedabad",20,1,20.0,Average
T Stubbs,"Arun Jaitley Stadium, Delhi",182,5,36.4,Good
T Stubbs,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15,1,15.0,Poor
T Stubbs,Dr YS Rajasekhara Reddy Cricket Stadium (Visakhapatnam),54,1,54.0,Excellent
T Stubbs,Dr YS Rajasekhara Reddy Cricket Stadium (Visakhapatnam) ,0,1,0.0,Bad
T Stubbs,"Eden Gardens, Kolkata",4,1,4.0,Bad
T Stubbs,"M.Chinnaswamy Stadium, Bengaluru",3,1,3.0,Bad
T Stubbs,"MA Chidambaram Stadium, Chennai",20,1,20.0,Average
T Stubbs,Maharaja Yadavindra Singh International Cricket St (Mullanpur),5,1,5.0,Bad
T Stubbs,"Sawai Mansingh Stadium, Jaipur",44,1,44.0,Excellent
T Stubbs,"Wankhede Stadium, Mumbai",78,4,19.5,Poor
TA Boult,"Arun Jaitley Stadium, Delhi",2,1,2.0,Bad
TA Boult,"Barsapara Cricket Stadium, Guwahati",12,1,12.0,Poor
TA Boult,"Brabourne Stadium, Mumbai",17,1,17.0,Poor
TA Boult,"Dr DY Patil Sports Academy, Mumbai",5,3,1.6666666666666667,Bad
TA Boult,"Eden Gardens, Kolkata",0,1,0.0,Bad
TA Boult,Himachal Pradesh Cricket Association Stadium (Dharamsala),1,1,1.0,Bad
TA Boult,"MA Chidambaram Stadium, Chennai",0,1,0.0,Bad
TA Boult,"Maharashtra Cricket Association Stadium, Pune",5,1,5.0,Bad
TA Boult,"Narendra Modi Stadium, Ahmedabad",11,2,5.5,Bad
TA Boult,"Sawai Mansingh Stadium, Jaipur",15,1,15.0,Poor
TA Boult,"Wankhede Stadium, Mumbai",2,2,1.0,Bad
TG Southee,"Dr DY Patil Sports Academy, Mumbai",2,3,0.6666666666666666,Bad
TG Southee,"Maharashtra Cricket Association Stadium, Pune",0,1,0.0,Bad
TG Southee,"Wankhede Stadium, Mumbai",0,1,0.0,Bad
TH David,"Arun Jaitley Stadium, Delhi",50,2,25.0,Average
TH David,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",67,2,33.5,Good
TH David,"Brabourne Stadium, Mumbai",56,2,28.0,Average
TH David,"Dr DY Patil Sports Academy, Mumbai",34,3,11.333333333333334,Poor
TH David,"Eden Gardens, Kolkata",0,1,0.0,Bad
TH David,"M.Chinnaswamy Stadium, Bengaluru",4,1,4.0,Bad
TH David,"MA Chidambaram Stadium, Chennai",15,2,7.5,Bad
TH David,Maharaja Yadavindra Singh International Cricket St (Mullanpur),14,1,14.0,Poor
TH David,"Narendra Modi Stadium, Ahmedabad",13,3,4.333333333333333,Bad
TH David,"Punjab Cricket Association IS Bindra Stadium, Mohali",19,1,19.0,Poor
TH David,"Rajiv Gandhi International Stadium, Hyderabad",58,2,29.0,Average
TH David,"Sawai Mansingh Stadium, Jaipur",3,1,3.0,Bad
TH David,"Wankhede Stadium, Mumbai",325,13,25.0,Average
TL Seifert,"Brabourne Stadium, Mumbai",21,1,21.0,Average
TL Seifert,"Maharashtra Cricket Association Stadium, Pune",3,1,3.0,Bad
TM Head,"Arun Jaitley Stadium, Delhi",89,1,89.0,Excellent
TM Head,"M.Chinnaswamy Stadium, Bengaluru",102,1,102.0,Excellent
TM Head,"MA Chidambaram Stadium, Chennai",47,3,15.666666666666666,Poor
TM Head,Maharaja Yadavindra Singh International Cricket St (Mullanpur),21,1,21.0,Average
TM Head,"Narendra Modi Stadium, Ahmedabad",19,2,9.5,Bad
TM Head,"Rajiv Gandhi International Stadium, Hyderabad",241,6,40.16666666666666,Excellent
TM Head,"Wankhede Stadium, Mumbai",48,1,48.0,Excellent
TS Mills,"Brabourne Stadium, Mumbai",0,1,0.0,Bad
TS Mills,"Maharashtra Cricket Association Stadium, Pune",0,1,0.0,Bad
TU Deshpande,Himachal Pradesh Cricket Association Stadium (Dharamsala),0,1,0.0,Bad
TU Deshpande,"MA Chidambaram Stadium, Chennai",0,1,0.0,Bad
Tanush Kotian,Maharaja Yadavindra Singh International Cricket St (Mullanpur) ,24,1,24.0,Average
Tilak Varma,"Arun Jaitley Stadium, Delhi",104,2,52.0,Excellent
Tilak Varma,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",7,1,7.0,Bad
Tilak Varma,"Brabourne Stadium, Mumbai",69,3,23.0,Average
Tilak Varma,"Dr DY Patil Sports Academy, Mumbai",153,4,38.25,Good
Tilak Varma,"Eden Gardens, Kolkata",32,1,32.0,Good
Tilak Varma,"M.Chinnaswamy Stadium, Bengaluru",84,1,84.0,Excellent
Tilak Varma,"MA Chidambaram Stadium, Chennai",26,1,26.0,Average
Tilak Varma,Maharaja Yadavindra Singh International Cricket St (Mullanpur),34,1,34.0,Good
Tilak Varma,"Maharashtra Cricket Association Stadium, Pune",74,3,24.666666666666668,Average
Tilak Varma,"Narendra Modi Stadium, Ahmedabad",70,3,23.33333333333333,Average
Tilak Varma,"Punjab Cricket Association IS Bindra Stadium, Mohali",26,1,26.0,Average
Tilak Varma,"Rajiv Gandhi International Stadium, Hyderabad",101,2,50.5,Excellent
Tilak Varma,"Sawai Mansingh Stadium, Jaipur",65,1,65.0,Excellent
Tilak Varma,"Wankhede Stadium, Mumbai",311,14,22.214285714285715,Average
UT Yadav,"Arun Jaitley Stadium, Delhi",3,1,3.0,Bad
UT Yadav,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,1,2.0,Bad
UT Yadav,"Brabourne Stadium, Mumbai",22,3,7.333333333333333,Bad
UT Yadav,"Dr DY Patil Sports Academy, Mumbai",33,3,11.0,Poor
UT Yadav,"Eden Gardens, Kolkata",11,3,3.6666666666666665,Bad
UT Yadav,"MA Chidambaram Stadium, Chennai",10,1,10.0,Poor
UT Yadav,"Narendra Modi Stadium, Ahmedabad",5,1,5.0,Bad
UT Yadav,"Wankhede Stadium, Mumbai",0,1,0.0,Bad
Umran Malik,"Dr DY Patil Sports Academy, Mumbai",1,1,1.0,Bad
Umran Malik,"Maharashtra Cricket Association Stadium, Pune",3,1,3.0,Bad
Umran Malik,"Rajiv Gandhi International Stadium, Hyderabad",19,1,19.0,Poor
Umran Malik,"Wankhede Stadium, Mumbai",0,2,0.0,Bad
V Kohli,"Arun Jaitley Stadium, Delhi",55,1,55.0,Excellent
V Kohli,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",31,1,31.0,Good
V Kohli,"Brabourne Stadium, Mumbai",78,3,26.0,Average
V Kohli,"Dr DY Patil Sports Academy, Mumbai",54,4,13.5,Poor
V Kohli,"Eden Gardens, Kolkata",64,3,21.33333333333333,Average
V Kohli,Himachal Pradesh Cricket Association Stadium (Dharamsala),92,1,92.0,Excellent
V Kohli,"M.Chinnaswamy Stadium, Bengaluru",694,14,49.57142857142857,Excellent
V Kohli,"MA Chidambaram Stadium, Chennai",21,1,21.0,Average
V Kohli,"Maharashtra Cricket Association Stadium, Pune",87,3,29.0,Average
V Kohli,"Narendra Modi Stadium, Ahmedabad",110,3,36.66666666666666,Good
V Kohli,"Punjab Cricket Association IS Bindra Stadium, Mohali",59,1,59.0,Excellent
V Kohli,"Rajiv Gandhi International Stadium, Hyderabad",151,2,75.5,Excellent
V Kohli,"Sawai Mansingh Stadium, Jaipur",131,2,65.5,Excellent
V Kohli,"Wankhede Stadium, Mumbai",94,6,15.666666666666666,Poor
V Shankar,"Arun Jaitley Stadium, Delhi",29,1,29.0,Average
V Shankar,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",27,2,13.5,Poor
